rank,name,link,symbol,volume,website,chat
40,Waves,https://coinmarketcap.com/currencies/waves/,WAVES,43369100,https://wavesplatform.com/,"https://telegram.me/wavesnews , http://wavesplatform.herokuapp.com/"
41,0x,https://coinmarketcap.com/currencies/0x/,ZRX,33428600,https://0xproject.com/,
42,Dragonchain,https://coinmarketcap.com/currencies/dragonchain/,DRGN,7980130,https://dragonchain.com/,https://t.me/dragontalk
43,DigiByte,https://coinmarketcap.com/currencies/digibyte/,DGB,29037300,http://www.digibyte.io/,https://t.me/DigiByteCoin
44,WAX,https://coinmarketcap.com/currencies/wax/,WAX,15386900,https://wax.io/,"https://t.me/wax_io , https://t.me/waxtokenannoucements"
45,Loopring,https://coinmarketcap.com/currencies/loopring/,LRC,27023300,https://loopring.org,https://loopring.rocket.chat/
46,Komodo,https://coinmarketcap.com/currencies/komodo/,KMD,10746400,https://komodoplatform.com/,https://telegram.me/KomodoPlatform_Official
47,Veritaseum,https://coinmarketcap.com/currencies/veritaseum/,VERI,401864,http://veritas.veritaseum.com/,
48,Ark,https://coinmarketcap.com/currencies/ark/,ARK,10961400,http://ark.io/,https://ark.io/slack
49,Hshare,https://coinmarketcap.com/currencies/hshare/,HSR,196410000,https://h.cash/,
50,SmartCash,https://coinmarketcap.com/currencies/smartcash/,SMART,2143170,https://smartcash.cc/,
51,Golem,https://coinmarketcap.com/currencies/golem-network-tokens/,GNT,17892500,https://golem.network/,
52,Electroneum,https://coinmarketcap.com/currencies/electroneum/,ETN,6386880,http://electroneum.com/,https://t.me/joinchat/DxoSakHOdk5mqsE-LelfVg
53,Decred,https://coinmarketcap.com/currencies/decred/,DCR,3542120,"https://www.decred.org/ , https://docs.decred.org/","https://slack.decred.org/ , https://discord.gg/GJ2GXfz"
54,Dent,https://coinmarketcap.com/currencies/dent/,DENT,36609000,https://www.dentcoin.com/,https://t.me/dentcoin
55,Basic Attention Token,https://coinmarketcap.com/currencies/basic-attention-token/,BAT,33052300,https://basicattentiontoken.org/,
56,PIVX,https://coinmarketcap.com/currencies/pivx/,PIVX,5276050,http://www.pivx.org,
57,QASH,https://coinmarketcap.com/currencies/qash/,QASH,33006900,https://liquid.plus/,https://t.me/QUOINE
58,SALT,https://coinmarketcap.com/currencies/salt/,SALT,21603800,https://www.saltlending.com/,https://t.me/joinchat/BmtZ5kKgf4ekiNLggHRDmQ
59,Byteball Bytes,https://coinmarketcap.com/currencies/byteball/,GBYTE,13236500,https://byteball.org/,https://t.me/byteball
60,MediBloc,https://coinmarketcap.com/currencies/medibloc/,MED,34276000,https://medibloc.org/en/,https://t.me/medibloc
61,Kyber Network,https://coinmarketcap.com/currencies/kyber-network/,KNC,22870600,https://kyber.network/,https://t.me/kybernetwork
62,Bytom,https://coinmarketcap.com/currencies/bytom/,BTM,51287800,http://bytom.io/,"https://t.me/BytomInternational , https://t.me/bytomchinese"
63,FunFair,https://coinmarketcap.com/currencies/funfair/,FUN,20717100,https://funfair.io/,"https://t.me/FunFairTech/ , https://discordapp.com/invite/rwETqSP"
64,Ethos,https://coinmarketcap.com/currencies/ethos/,ETHOS,5842640,https://www.ethos.io/,
65,Walton,https://coinmarketcap.com/currencies/walton/,WTC,78164800,http://www.waltonchain.org/,https://t.me/waltonchain_en
66,ReddCoin,https://coinmarketcap.com/currencies/reddcoin/,RDD,13108100,http://www.reddcoin.com/,
67,Experience Points,https://coinmarketcap.com/currencies/experience-points/,XP,5166080,http://www.xpcoin.io/,"https://t.me/xpcoin , https://discordapp.com/invite/NYMAUec"
68,Power Ledger,https://coinmarketcap.com/currencies/power-ledger/,POWR,54341200,https://powerledger.io/,https://t.me/joinchat/Gop-90DIMiPF7N_EtvFzjA
69,GXShares,https://coinmarketcap.com/currencies/gxshares/,GXS,27356500,https://gxs.gxb.io/,
70,Factom,https://coinmarketcap.com/currencies/factom/,FCT,23688800,http://factom.org/,
71,Aeternity,https://coinmarketcap.com/currencies/aeternity/,AE,2835290,https://www.aeternity.com/,https://telegram.me/aeternity
72,Substratum,https://coinmarketcap.com/currencies/substratum/,SUB,20327800,https://substratum.net/,https://t.me/SubstratumCommunity
73,Enigma,https://coinmarketcap.com/currencies/enigma-project/,ENG,20422000,https://enigma.co/,"https://t.me/enigmacatalyst , https://discord.gg/SJK32GY"
74,ZClassic,https://coinmarketcap.com/currencies/zclassic/,ZCL,19853100,http://zclassic.org/,
75,Aion,https://coinmarketcap.com/currencies/aion/,AION,14558100,https://aion.network/,
76,Nexus,https://coinmarketcap.com/currencies/nexus/,NXS,2570710,http://www.nexusearth.com/,
77,Gas,https://coinmarketcap.com/currencies/gas/,GAS,23979800,https://neo.org/,
78,Request Network,https://coinmarketcap.com/currencies/request-network/,REQ,23539400,https://request.network/,"https://t.me/requestnetwork , https://open.kakao.com/o/g0Y6wJA"
79,aelf,https://coinmarketcap.com/currencies/aelf/,ELF,94401900,http://aelf.io/,https://t.me/aelfblockchain
80,Nxt,https://coinmarketcap.com/currencies/nxt/,NXT,37919200,https://nxt.org/,https://t.me/NXTCommunity
81,Neblio,https://coinmarketcap.com/currencies/neblio/,NEBL,34930900,https://nebl.io/,https://t.me/joinchat/GFVgz0G-oVXOIJGfFYD-vg
82,RChain,https://coinmarketcap.com/currencies/rchain/,RHOC,1608270,https://www.rchain.coop/,
83,MonaCoin,https://coinmarketcap.com/currencies/monacoin/,MONA,5625330,http://monacoin.org,
84,Cobinhood,https://coinmarketcap.com/currencies/cobinhood/,COB,5598120,https://www.cobinhood.com/,"https://t.me/cobinhood , http://line.me/ti/g/F4Z6xniAWB"
85,MaidSafeCoin,https://coinmarketcap.com/currencies/maidsafecoin/,MAID,6792550,http://maidsafe.net,
86,Syscoin,https://coinmarketcap.com/currencies/syscoin/,SYS,5237390,http://syscoin.org,https://t.me/joinchat/AAAAAEHzByog3h1qutnjhQ
87,Gnosis,https://coinmarketcap.com/currencies/gnosis-gno/,GNO,3912180,https://gnosis.pm/,
88,DigixDAO,https://coinmarketcap.com/currencies/digixdao/,DGD,10806200,https://digix.io/,
89,BitcoinDark,https://coinmarketcap.com/currencies/bitcoindark/,BTCD,264862,http://bitcoindark.com/,http://slackinvite.supernet.org/
90,Santiment Network Token,https://coinmarketcap.com/currencies/santiment/,SAN,2247920,https://santiment.net/,
91,Janus,https://coinmarketcap.com/currencies/janus/,JNS,16729.4,https://janustoken.com/,
92,GameCredits,https://coinmarketcap.com/currencies/gamecredits/,GAME,8273880,http://gamecredits.com,https://discordapp.com/invite/vDEYBTc
93,DigitalNote,https://coinmarketcap.com/currencies/digitalnote/,XDN,34325700,http://digitalnote.org/,
94,Iconomi,https://coinmarketcap.com/currencies/iconomi/,ICN,2236710,https://www.iconomi.net/,
95,ZCoin,https://coinmarketcap.com/currencies/zcoin/,XZC,10478400,https://zcoin.io,https://discordapp.com/invite/4FjnQ2q
96,Kin,https://coinmarketcap.com/currencies/kin/,KIN,5236660,"http://kinecosystem.org/ , https://kin.kik.com",https://t.me/kincurrency
97,Bancor,https://coinmarketcap.com/currencies/bancor/,BNT,8324840,https://bancor.network/,https://telegram.me/bancor
98,ChainLink,https://coinmarketcap.com/currencies/chainlink/,LINK,9428710,https://smartcontract.com/,
99,Quantstamp,https://coinmarketcap.com/currencies/quantstamp/,QSP,20940500,https://quantstamp.com/,https://t.me/quantstamp
100,Civic,https://coinmarketcap.com/currencies/civic/,CVC,39974300,https://www.civic.com/,
101,TenX,https://coinmarketcap.com/currencies/tenx/,PAY,24540200,https://www.tenx.tech/,
102,Raiden Network Token,https://coinmarketcap.com/currencies/raiden-network-token/,RDN,20861000,https://raiden.network/,"https://riot.im/app/#/room/#raiden-network:matrix.org , https://gitter.im/raiden-network/raiden"
103,Po.et,https://coinmarketcap.com/currencies/poet/,POE,19477400,https://po.et/,"https://t.me/joinchat/GKMQ1kOQSdXVZpN1Rygcdw , https://discordapp.com/invite/uY3tca8"
104,DeepBrain Chain,https://coinmarketcap.com/currencies/deepbrain-chain/,DBC,32157600,https://www.deepbrainchain.org/,http://t.me/deepbrainchain
105,BLOCKv,https://coinmarketcap.com/currencies/blockv/,VEE,5765300,https://blockv.io/,https://t.me/block_v
106,PACcoin,https://coinmarketcap.com/currencies/paccoin/,PAC,2942380,http://paccoin.net/,https://discordapp.com/invite/UNHeV8w
107,iExec RLC,https://coinmarketcap.com/currencies/rlc/,RLC,153956000,http://iex.ec/,https://slack.iex.ec/
108,UTRUST,https://coinmarketcap.com/currencies/utrust/,UTK,3783320,https://utrust.io/,https://t.me/utrustofficial
109,XPlay,https://coinmarketcap.com/currencies/xplay/,XPA,174990,https://xplay.fund/,https://t.me/joinchat/CvaXNg4T_y13oqxdix9y9w
110,Red Pulse,https://coinmarketcap.com/currencies/red-pulse/,RPX,16068000,https://www.red-pulse.com/landing,https://coin.red-pulse.com/slack
111,Enjin Coin,https://coinmarketcap.com/currencies/enjin-coin/,ENJ,41724600,"https://www.enjin.com/ , https://enjincoin.io/",https://t.me/enjin_coin
112,Storm,https://coinmarketcap.com/currencies/storm/,STORM,4672570,https://stormtoken.com/,https://t.me/joinchat/GHTZGQwsy9mZk0KFEEjGtg
113,ETHLend,https://coinmarketcap.com/currencies/ethlend/,LEND,25480700,https://ethlend.io/,https://t.me/ETHLend
114,Skycoin,https://coinmarketcap.com/currencies/skycoin/,SKY,953040,http://skycoin.net/,
115,Achain,https://coinmarketcap.com/currencies/achain/,ACT,48185000,https://www.achain.com/,https://t.me/joinchat/GbZKzQ5-wexioFquTyAXmg
116,Emercoin,https://coinmarketcap.com/currencies/emercoin/,EMC,4941930,http://emercoin.com/,
117,AppCoins,https://coinmarketcap.com/currencies/appcoins/,APPC,50206300,https://appcoins.io/,
118,Pillar,https://coinmarketcap.com/currencies/pillar/,PLR,849712,https://pillarproject.io/,
119,Storj,https://coinmarketcap.com/currencies/storj/,STORJ,15171100,https://storj.io/,
120,Time New Bank,https://coinmarketcap.com/currencies/time-new-bank/,TNB,46227700,http://tnb.fund/,"https://t.me/tnbgroup , https://t.me/tnb_en"
121,NAV Coin,https://coinmarketcap.com/currencies/nav-coin/,NAV,28288500,http://www.navcoin.org/,"https://t.me/navcoin , https://discord.gg/y4Vu9jw"
122,Vertcoin,https://coinmarketcap.com/currencies/vertcoin/,VTC,5231460,http://vertcoin.org/,https://discord.gg/SUy9Hsr
123,AirSwap,https://coinmarketcap.com/currencies/airswap/,AST,16801700,https://www.airswap.io/,
124,PayPie,https://coinmarketcap.com/currencies/paypie/,PPP,239243,https://www.paypie.com/,https://t.me/PayPie
125,Cryptonex,https://coinmarketcap.com/currencies/cryptonex/,CNX,242917,https://cryptonex.org/,
126,XTRABYTES,https://coinmarketcap.com/currencies/xtrabytes/,XBY,1067450,https://www.xtrabytes.global/,"https://t.me/xtrabytes_official , https://discord.gg/uGYPbnn"
127,VIBE,https://coinmarketcap.com/currencies/vibe/,VIBE,70813800,https://www.vibehub.io/,https://discordapp.com/invite/rDJTpxC
128,BridgeCoin,https://coinmarketcap.com/currencies/bridgecoin/,BCO,443621,"https://www.crypto-bridge.org/ , https://bridgecoin.org/","https://t.me/CryptoBridge , https://join.slack.com/t/cryptobridge/shared_invite/MjI2OTAzNjU3MzYyLTE1MDI4MTUyNDItYzQ0OTgwMDc0Yg"
129,Particl,https://coinmarketcap.com/currencies/particl/,PART,1191240,http://particl.io/,"https://t.me/particlproject , https://t.me/particlnews"
130,Simple Token,https://coinmarketcap.com/currencies/simple-token/,OST,20340400,https://simpletoken.org/,https://www.t.me/simpletoken
131,Blocknet,https://coinmarketcap.com/currencies/blocknet/,BLOCK,515868,"http://blocknet.co/ , https://blocknetprotocol.com/","https://rocket.blocknet.co:8443/home , https://t.me/Blocknet"
132,Ubiq,https://coinmarketcap.com/currencies/ubiq/,UBQ,3665500,http://ubiqsmart.com/,https://discordapp.com/invite/HF6vEGF
133,BitBay,https://coinmarketcap.com/currencies/bitbay/,BAY,5098870,http://bitbay.market/,"https://t.me/bitbayofficial , https://discord.gg/sP8b66W"
134,Centra,https://coinmarketcap.com/currencies/centra/,CTR,12828500,https://www.centra.tech/,https://t.me/centratech
135,Revain,https://coinmarketcap.com/currencies/revain/,R,2972470,https://revain.org/,https://t.me/joinchat/CzZcC0PCgpJcbBCb3JfNeQ
136,Monaco,https://coinmarketcap.com/currencies/monaco/,MCO,14503400,https://www.mona.co/,https://t.me/MonacoCard
137,WaBi,https://coinmarketcap.com/currencies/wabi/,WABI,13755900,https://wacoin.io/,"https://t.me/wabiico , http://slack.wacoin.io/"
138,Edgeless,https://coinmarketcap.com/currencies/edgeless/,EDG,5315470,https://edgeless.io/,https://discord.gg/NQ4hPTu
139,Dynamic Trading Rights,https://coinmarketcap.com/currencies/dynamic-trading-rights/,DTR,288166,http://www.tokens.net/,
140,Unikoin Gold,https://coinmarketcap.com/currencies/unikoin-gold/,UKG,10495700,"https://unikrn.com/ , https://unikoingold.com/",https://discord.gg/NXkejuN
141,Counterparty,https://coinmarketcap.com/currencies/counterparty/,XCP,11824700,http://counterparty.io/,
142,Ripio Credit Network,https://coinmarketcap.com/currencies/ripio-credit-network/,RCN,21908500,https://ripiocredit.network/,https://t.me/RCNchat
143,Peercoin,https://coinmarketcap.com/currencies/peercoin/,PPC,10289000,http://www.peercoin.net,https://t.me/peercoin
144,Aragon,https://coinmarketcap.com/currencies/aragon/,ANT,1943100,https://aragon.one/,
145,SingularDTV,https://coinmarketcap.com/currencies/singulardtv/,SNGLS,6142070,"https://singulardtv.com/ , https://medium.com/@SingularDTV",https://singulardtv.slack.com/
146,Oyster Pearl,https://coinmarketcap.com/currencies/oyster-pearl/,PRL,6637470,https://oyster.ws/,https://t.me/oysterprotocol
147,Gulden,https://coinmarketcap.com/currencies/gulden/,NLG,7601870,https://gulden.com/,
148,Decentraland,https://coinmarketcap.com/currencies/decentraland/,MANA,35131400,https://decentraland.org/,"https://chat.decentraland.org/ , https://t.me/dcl_market"
149,SIRIN LABS Token,https://coinmarketcap.com/currencies/sirin-labs-token/,SRN,8373880,http://www.sirinlabs.com/,https://t.me/sirinlabs
150,ATMChain,https://coinmarketcap.com/currencies/attention-token-of-media/,ATM,691400,https://www.atmchain.io/,
151,SONM,https://coinmarketcap.com/currencies/sonm/,SNM,11220600,https://sonm.io/,https://t.me/sonm_eng
152,Modum,https://coinmarketcap.com/currencies/modum/,MOD,10446700,https://modum.io/,
153,Cindicator,https://coinmarketcap.com/currencies/cindicator/,CND,8871470,https://cindicator.com/,"https://t.me/cindicator_chat , https://t.me/cindicator_news"
154,district0x,https://coinmarketcap.com/currencies/district0x/,DNT,10934000,https://district0x.io/,
155,CyberMiles,https://coinmarketcap.com/currencies/cybermiles/,CMT,22395800,https://cm.5miles.com/,https://t.me/cybermilestoken
156,IoT Chain,https://coinmarketcap.com/currencies/iot-chain/,ITC,28098300,https://iotchain.io/,"https://t.me/IoTChain , http://qm.qq.com/cgi-bin/qm/qr?k=CjS_9da0Uj5SfXX8Wm1PIDuL_Nbjzmc3"
157,Etherparty,https://coinmarketcap.com/currencies/etherparty/,FUEL,19550400,https://etherparty.com/,https://t.me/etherparty
158,AdEx,https://coinmarketcap.com/currencies/adx-net/,ADX,11841500,https://www.adex.network/,https://t.me/AdExNetwork
159,NAGA,https://coinmarketcap.com/currencies/naga/,NGC,3516060,https://www.nagaico.com/,https://t.me/nagaico
160,Streamr DATAcoin,https://coinmarketcap.com/currencies/streamr-datacoin/,DATA,3359700,https://www.streamr.com/,https://chat.streamr.com/
161,Wagerr,https://coinmarketcap.com/currencies/wagerr/,WGR,1067710,https://www.wagerr.com/,https://discordapp.com/invite/tkcXS34
162,Einsteinium,https://coinmarketcap.com/currencies/einsteinium/,EMC2,12242300,https://www.emc2.foundation/,
163,SpankChain,https://coinmarketcap.com/currencies/spankchain/,SPANK,2190780,https://spankchain.com/,https://discord.gg/Rz48YYy
164,ZenCash,https://coinmarketcap.com/currencies/zencash/,ZEN,3112340,https://zensystem.io/,"https://t.me/zencash , https://discord.gg/9kXQFHx"
165,Viacoin,https://coinmarketcap.com/currencies/viacoin/,VIA,5642250,http://viacoin.org,https://telegram.me/viacoin
166,Nuls,https://coinmarketcap.com/currencies/nuls/,NULS,14677900,https://nuls.io/,"https://t.me/Nulsio , https://join.slack.com/t/nuls/shared_invite/enQtMjQ4MTM4ODAyNTI4LWJjNGMwYTE0YjRlYmFlZGUwM2JhOGE4MDIwZmE4MzA2MDg1YzUyMmVkN2RhZjkyNWMzZjY5ZDU5ZmViMjZjNGQ"
167,Quantum Resistant Ledger,https://coinmarketcap.com/currencies/quantum-resistant-ledger/,QRL,1342140,https://theqrl.org/,https://discord.gg/BheKAZb
168,Bread,https://coinmarketcap.com/currencies/bread/,BRD,19456200,https://token.breadapp.com/en/,https://t.me/joinchat/HB6JsUq7-w-y6l5DrfRV-A
169,LBRY Credits,https://coinmarketcap.com/currencies/library-credit/,LBC,14487000,https://lbry.io/,
170,Ambrosus,https://coinmarketcap.com/currencies/amber/,AMB,4650140,http://ambrosus.com/,"https://t.me/AmbrosusAMB , https://discordapp.com/invite/jbmWg8c"
171,Wings,https://coinmarketcap.com/currencies/wings/,WINGS,5693790,https://wings.ai/,https://telegram.me/wingschat
172,Gifto,https://coinmarketcap.com/currencies/gifto/,GTO,60096600,https://gifto.io/,"https://t.me/GIFTOOfficial , https://open.kakao.com/o/ggLQMiC"
173,Metaverse ETP,https://coinmarketcap.com/currencies/metaverse/,ETP,10136900,https://mvs.org/,https://metaverse-project.herokuapp.com/
174,Triggers,https://coinmarketcap.com/currencies/triggers/,TRIG,9884100,https://www.blocksafefoundation.com/,
175,Asch,https://coinmarketcap.com/currencies/asch/,XAS,4065250,https://www.asch.io/,https://t.me/joinchat/F5GtMA2hHXXoeuHdiPiooA
176,Burst,https://coinmarketcap.com/currencies/burst/,BURST,6572340,https://www.burst-coin.org,"https://t.me/burstcoin , https://discord.gg/Z2HSNFv"
177,Melon,https://coinmarketcap.com/currencies/melon/,MLN,757501,"https://melonport.com/ , https://ipfs.io/ipns/melon.fund/",
178,MobileGo,https://coinmarketcap.com/currencies/mobilego/,MGO,429440,https://mobilego.io/,https://t.me/mobilego
179,FirstBlood,https://coinmarketcap.com/currencies/firstblood/,1ST,5013380,https://firstblood.io/,
180,SHIELD,https://coinmarketcap.com/currencies/shield-xsh/,XSH,755758,https://shieldcurrency.com/,https://discord.gg/kgSXKrV
181,Eidoo,https://coinmarketcap.com/currencies/eidoo/,EDO,12901600,https://eidoo.io/,https://t.me/joinchat/F4ox3EO_ubynqlzakd6lKw
182,HempCoin,https://coinmarketcap.com/currencies/hempcoin/,THC,5979750,http://hempcoin.org/,
183,Dimecoin,https://coinmarketcap.com/currencies/dimecoin/,DIME,4807520,"http://www.dimecoin.rocks/ , http://www.dimecoin.com.co/",https://discord.gg/Aq3Vsgq
184,COSS,https://coinmarketcap.com/currencies/coss/,COSS,7044590,https://coss.io/,
185,Flash,https://coinmarketcap.com/currencies/flash/,FLASH,318213,https://flashcoin.io/,https://discord.gg/2nFmMqA
186,Agoras Tokens,https://coinmarketcap.com/currencies/agoras-tokens/,AGRS,270956,http://www.idni.org/,
187,Lunyr,https://coinmarketcap.com/currencies/lunyr/,LUN,5365740,https://lunyr.com/,
188,Voxels,https://coinmarketcap.com/currencies/voxels/,VOX,15804000,"https://www.voxelus.com/ , https://thevoxel.com/",https://t.me/voxelus
189,DECENT,https://coinmarketcap.com/currencies/decent/,DCT,1500220,https://decent.ch/,
190,Metal,https://coinmarketcap.com/currencies/metal/,MTL,7453600,https://www.metalpay.com/,
191,Tierion,https://coinmarketcap.com/currencies/tierion/,TNT,10185100,https://tierion.com/,
192,Agrello,https://coinmarketcap.com/currencies/agrello-delta/,DLT,14122100,"https://www.agrello.org/ , https://www.agrello.io/","https://t.me/agrello , https://discord.gg/czfnP2f"
193,WeTrust,https://coinmarketcap.com/currencies/trust/,TRST,1319490,https://www.wetrust.io/,
194,CloakCoin,https://coinmarketcap.com/currencies/cloakcoin/,CLOAK,1181830,https://www.cloakcoin.com/,"https://t.me/cloakproject , https://chat.cloakcoin.com"
195,Rise,https://coinmarketcap.com/currencies/rise/,RISE,4275860,https://rise.vision/,
196,Monetha,https://coinmarketcap.com/currencies/monetha/,MTH,4632000,https://www.monetha.io/,https://t.me/Monethagroup
197,Genesis Vision,https://coinmarketcap.com/currencies/genesis-vision/,GVT,5722010,https://genesis.vision/,"https://t.me/genesisvision , https://u.wechat.com/IL6s8kyYCLGz0S6t5HqJwr4"
198,Grid+,https://coinmarketcap.com/currencies/grid/,GRID,99221.7,http://gridplus.io/,
199,Hive,https://coinmarketcap.com/currencies/hive/,HVN,1834470,https://www.hive-project.net/,https://t.me/hiveprojectnet
200,Shift,https://coinmarketcap.com/currencies/shift/,SHIFT,1064770,http://www.shiftnrg.org,https://shiftnrg.ryver.com/application/login
201,CoinDash,https://coinmarketcap.com/currencies/coindash/,CDT,10167600,https://www.coindash.io/,
202,Mooncoin,https://coinmarketcap.com/currencies/mooncoin/,MOON,650377,"https://www.mooncoin.eco/ , http://mooncoin.com/",
203,iXledger,https://coinmarketcap.com/currencies/ixledger/,IXT,642825,https://www.ixledger.com/,https://t.me/iXledger
204,Decision Token,https://coinmarketcap.com/currencies/decision-token/,HST,1269090,https://horizonstate.com/,https://t.me/horizonstate
205,YOYOW,https://coinmarketcap.com/currencies/yoyow/,YOYOW,14511400,https://yoyow.org/,https://t.me/HelloYOYOW
206,Snovio,https://coinmarketcap.com/currencies/snovio/,SNOV,3563740,https://tokensale.snov.io/,https://t.me/snovio_ico
207,Aeon,https://coinmarketcap.com/currencies/aeon/,AEON,419568,http://www.aeon.cash/,
208,Ink,https://coinmarketcap.com/currencies/ink/,INK,237246000,https://ink.one/,https://t.me/joinchat/GHiS0A7C841w1NbTNwIYIQ
209,Presearch,https://coinmarketcap.com/currencies/presearch/,PRS,135536,"https://www.presearch.io/ , https://presearchcommunity.com/",https://t.me/presearch
210,LAToken,https://coinmarketcap.com/currencies/latoken/,LA,1561680,https://sale.latoken.com/,https://t.me/latoken
211,Groestlcoin,https://coinmarketcap.com/currencies/groestlcoin/,GRS,3883270,http://www.groestlcoin.org/,"http://t.me/groestl , https://discord.gg/8VURndr"
212,Jinn,https://coinmarketcap.com/currencies/jinn/,JINN,8127.96,http://www.jinnlabs.com,
213,DomRaider,https://coinmarketcap.com/currencies/domraider/,DRT,53660.4,https://www.domraider.io/,
214,Feathercoin,https://coinmarketcap.com/currencies/feathercoin/,FTC,2270960,http://feathercoin.com,
215,Spectrecoin,https://coinmarketcap.com/currencies/spectrecoin/,XSPEC,489712,"https://spectreproject.io/ , http://coinwiki.info/en/SpectreCoin",https://t.me/spectrecoin
216,Matchpool,https://coinmarketcap.com/currencies/guppy/,GUP,11757200,https://matchpool.co/,https://t.me/matchpool
217,Pura,https://coinmarketcap.com/currencies/pura/,PURA,389877,http://www.pura.one/,
