rank,name,link,symbol,volume,website,chat
51,Decred,https://coinmarketcap.com/currencies/decred/,DCR,4527020.0,"https://www.decred.org/ , https://docs.decred.org/","https://slack.decred.org/ , https://discord.gg/GJ2GXfz"
52,Dentacoin,https://coinmarketcap.com/currencies/dentacoin/,DCN,4248050.0,http://www.dentacoin.com/,https://t.me/dentacoin
53,Hshare,https://coinmarketcap.com/currencies/hshare/,HSR,132941000.0,https://h.cash/,
54,SmartCash,https://coinmarketcap.com/currencies/smartcash/,SMART,1010760.0,https://smartcash.cc/,
55,Walton,https://coinmarketcap.com/currencies/walton/,WTC,60259700.0,http://www.waltonchain.org/,https://t.me/waltonchain_en
56,WAX,https://coinmarketcap.com/currencies/wax/,WAX,8744710.0,https://wax.io/,"https://t.me/wax_io , https://t.me/waxtokenannoucements"
57,Ethos,https://coinmarketcap.com/currencies/ethos/,ETHOS,15021900.0,https://www.ethos.io/,
58,Loopring,https://coinmarketcap.com/currencies/loopring/,LRC,14911000.0,https://loopring.org,https://loopring.rocket.chat/
59,PIVX,https://coinmarketcap.com/currencies/pivx/,PIVX,9057230.0,http://www.pivx.org,
60,Byteball Bytes,https://coinmarketcap.com/currencies/byteball/,GBYTE,2975290.0,https://byteball.org/,https://t.me/byteball
61,RChain,https://coinmarketcap.com/currencies/rchain/,RHOC,1504030.0,https://www.rchain.coop/,
62,Basic Attention Token,https://coinmarketcap.com/currencies/basic-attention-token/,BAT,26237400.0,https://basicattentiontoken.org/,
63,ZClassic,https://coinmarketcap.com/currencies/zclassic/,ZCL,12157300.0,http://zclassic.org/,
64,Kyber Network,https://coinmarketcap.com/currencies/kyber-network/,KNC,24782300.0,https://kyber.network/,https://t.me/kybernetwork
65,Aion,https://coinmarketcap.com/currencies/aion/,AION,11378500.0,https://aion.network/,
66,MonaCoin,https://coinmarketcap.com/currencies/monacoin/,MONA,9379500.0,http://monacoin.org,
67,Factom,https://coinmarketcap.com/currencies/factom/,FCT,18737900.0,http://factom.org/,
68,FunFair,https://coinmarketcap.com/currencies/funfair/,FUN,16492700.0,https://funfair.io/,"https://t.me/FunFairTech/ , https://discordapp.com/invite/rwETqSP"
69,Bytom,https://coinmarketcap.com/currencies/bytom/,BTM,39076000.0,http://bytom.io/,"https://t.me/BytomInternational , https://t.me/bytomchinese"
70,Aeternity,https://coinmarketcap.com/currencies/aeternity/,AE,3289240.0,https://www.aeternity.com/,https://telegram.me/aeternity
71,Dent,https://coinmarketcap.com/currencies/dent/,DENT,36240400.0,https://www.dentcoin.com/,https://t.me/dentcoin
72,GXShares,https://coinmarketcap.com/currencies/gxshares/,GXS,9532430.0,https://gxs.gxb.io/,https://t.me/GXB_International
73,Power Ledger,https://coinmarketcap.com/currencies/power-ledger/,POWR,58453900.0,https://powerledger.io/,https://t.me/joinchat/Gop-90DIMiPF7N_EtvFzjA
74,Nexus,https://coinmarketcap.com/currencies/nexus/,NXS,3496210.0,http://www.nexusearth.com/,
75,Kin,https://coinmarketcap.com/currencies/kin/,KIN,1219020.0,"http://kinecosystem.org/ , https://kin.kik.com",https://t.me/kincurrency
76,MaidSafeCoin,https://coinmarketcap.com/currencies/maidsafecoin/,MAID,7005980.0,http://maidsafe.net,
77,DigixDAO,https://coinmarketcap.com/currencies/digixdao/,DGD,6385840.0,https://digix.io/,
78,Substratum,https://coinmarketcap.com/currencies/substratum/,SUB,17779900.0,https://substratum.net/,https://t.me/SubstratumCommunity
79,Experience Points,https://coinmarketcap.com/currencies/experience-points/,XP,3600960.0,http://www.xpcoin.io/,"https://t.me/xpcoin , https://discordapp.com/invite/NYMAUec"
80,ReddCoin,https://coinmarketcap.com/currencies/reddcoin/,RDD,19464000.0,http://www.reddcoin.com/,
81,Syscoin,https://coinmarketcap.com/currencies/syscoin/,SYS,10060900.0,http://syscoin.org,https://t.me/joinchat/AAAAAEHzByog3h1qutnjhQ
82,Request Network,https://coinmarketcap.com/currencies/request-network/,REQ,21875300.0,https://request.network/,"https://t.me/requestnetwork , https://open.kakao.com/o/g0Y6wJA"
83,Neblio,https://coinmarketcap.com/currencies/neblio/,NEBL,67660400.0,https://nebl.io/,https://t.me/joinchat/GFVgz0G-oVXOIJGfFYD-vg
84,Nxt,https://coinmarketcap.com/currencies/nxt/,NXT,21539800.0,https://nxt.org/,https://t.me/NXTCommunity
85,Enigma,https://coinmarketcap.com/currencies/enigma-project/,ENG,16331100.0,https://enigma.co/,"https://t.me/enigmacatalyst , https://discord.gg/SJK32GY"
86,Nebulas,https://coinmarketcap.com/currencies/nebulas-token/,NAS,27980800.0,https://nebulas.io/,https://t.me/nebulasio
87,ZCoin,https://coinmarketcap.com/currencies/zcoin/,XZC,8759210.0,https://zcoin.io,https://discordapp.com/invite/4FjnQ2q
88,aelf,https://coinmarketcap.com/currencies/aelf/,ELF,81303300.0,http://aelf.io/,https://t.me/aelfblockchain
89,Bancor,https://coinmarketcap.com/currencies/bancor/,BNT,10943900.0,https://bancor.network/,https://telegram.me/bancor
90,GameCredits,https://coinmarketcap.com/currencies/gamecredits/,GAME,11334500.0,http://gamecredits.com,https://discordapp.com/invite/vDEYBTc
91,Cryptonex,https://coinmarketcap.com/currencies/cryptonex/,CNX,243087.0,https://cryptonex.org/,
92,Iconomi,https://coinmarketcap.com/currencies/iconomi/,ICN,10213200.0,https://www.iconomi.net/,
93,MediBloc,https://coinmarketcap.com/currencies/medibloc/,MED,18743500.0,https://medibloc.org/en/,https://t.me/medibloc
94,Quantstamp,https://coinmarketcap.com/currencies/quantstamp/,QSP,30748700.0,https://quantstamp.com/,https://t.me/quantstamp
95,Particl,https://coinmarketcap.com/currencies/particl/,PART,1908180.0,http://particl.io/,"https://t.me/particlproject , https://t.me/particlnews"
96,TenX,https://coinmarketcap.com/currencies/tenx/,PAY,19495800.0,https://www.tenx.tech/,
97,Emercoin,https://coinmarketcap.com/currencies/emercoin/,EMC,2838850.0,http://emercoin.com/,
98,Gnosis,https://coinmarketcap.com/currencies/gnosis-gno/,GNO,6540990.0,https://gnosis.pm/,
99,Bitcore,https://coinmarketcap.com/currencies/bitcore/,BTX,2049180.0,http://bitcore.cc/,https://t.me/bitcore_btx_official
100,Civic,https://coinmarketcap.com/currencies/civic/,CVC,22288900.0,https://www.civic.com/,
101,ChainLink,https://coinmarketcap.com/currencies/chainlink/,LINK,6796430.0,https://smartcontract.com/,
102,BitcoinDark,https://coinmarketcap.com/currencies/bitcoindark/,BTCD,216377.0,http://bitcoindark.com/,http://slackinvite.supernet.org/
103,Skycoin,https://coinmarketcap.com/currencies/skycoin/,SKY,644167.0,http://skycoin.net/,
104,XPlay,https://coinmarketcap.com/currencies/xplay/,XPA,528522.0,https://xplay.fund/,https://t.me/joinchat/CvaXNg4T_y13oqxdix9y9w
105,Cobinhood,https://coinmarketcap.com/currencies/cobinhood/,COB,2477270.0,https://www.cobinhood.com/,"https://t.me/cobinhood , http://line.me/ti/g/F4Z6xniAWB"
106,Raiden Network Token,https://coinmarketcap.com/currencies/raiden-network-token/,RDN,15333000.0,https://raiden.network/,"https://riot.im/app/#/room/#raiden-network:matrix.org , https://gitter.im/raiden-network/raiden"
107,BLOCKv,https://coinmarketcap.com/currencies/blockv/,VEE,3250330.0,https://blockv.io/,https://t.me/block_v
108,DigitalNote,https://coinmarketcap.com/currencies/digitalnote/,XDN,31315200.0,http://digitalnote.org/,
109,NAV Coin,https://coinmarketcap.com/currencies/nav-coin/,NAV,10513700.0,http://www.navcoin.org/,"https://t.me/navcoin , https://discord.gg/y4Vu9jw"
110,BridgeCoin,https://coinmarketcap.com/currencies/bridgecoin/,BCO,472905.0,"https://www.crypto-bridge.org/ , https://bridgecoin.org/","https://t.me/CryptoBridge , https://join.slack.com/t/cryptobridge/shared_invite/MjI2OTAzNjU3MzYyLTE1MDI4MTUyNDItYzQ0OTgwMDc0Yg"
111,Pillar,https://coinmarketcap.com/currencies/pillar/,PLR,443809.0,https://pillarproject.io/,
112,DEW,https://coinmarketcap.com/currencies/dew/,DEW,1484120.0,https://dew.one/,https://t.me/dew_cn
113,Santiment Network Token,https://coinmarketcap.com/currencies/santiment/,SAN,25170300.0,https://santiment.net/,
114,Bibox Token,https://coinmarketcap.com/currencies/bibox-token/,BIX,21346000.0,https://www.bibox.com/,https://t.me/joinchat/GAi9vQ5BEjR0mAxK5cdHjA
115,PACcoin,https://coinmarketcap.com/currencies/paccoin/,PAC,719964.0,http://paccoin.net/,
116,Blocknet,https://coinmarketcap.com/currencies/blocknet/,BLOCK,1156800.0,"http://blocknet.co/ , https://blocknetprotocol.com/","https://rocket.blocknet.co:8443/home , https://t.me/Blocknet"
117,PayPie,https://coinmarketcap.com/currencies/paypie/,PPP,180403.0,https://www.paypie.com/,https://t.me/PayPie
118,Storj,https://coinmarketcap.com/currencies/storj/,STORJ,15376000.0,https://storj.io/,
119,Vertcoin,https://coinmarketcap.com/currencies/vertcoin/,VTC,7889590.0,http://vertcoin.org/,https://discord.gg/SUy9Hsr
120,SIRIN LABS Token,https://coinmarketcap.com/currencies/sirin-labs-token/,SRN,9723040.0,http://www.sirinlabs.com/,https://t.me/sirinlabs
121,Quantum Resistant Ledger,https://coinmarketcap.com/currencies/quantum-resistant-ledger/,QRL,15236000.0,https://theqrl.org/,https://discord.gg/BheKAZb
122,iExec RLC,https://coinmarketcap.com/currencies/rlc/,RLC,6624310.0,http://iex.ec/,https://slack.iex.ec/
123,DeepBrain Chain,https://coinmarketcap.com/currencies/deepbrain-chain/,DBC,13330300.0,https://www.deepbrainchain.org/,http://t.me/deepbrainchain
124,Storm,https://coinmarketcap.com/currencies/storm/,STORM,2953720.0,https://stormtoken.com/,https://t.me/joinchat/GHTZGQwsy9mZk0KFEEjGtg
125,Revain,https://coinmarketcap.com/currencies/revain/,R,1520450.0,https://revain.org/,https://t.me/joinchat/CzZcC0PCgpJcbBCb3JfNeQ
126,Monaco,https://coinmarketcap.com/currencies/monaco/,MCO,22154000.0,https://www.mona.co/,https://t.me/MonacoCard
127,Po.et,https://coinmarketcap.com/currencies/poet/,POE,17486500.0,https://po.et/,"https://t.me/joinchat/GKMQ1kOQSdXVZpN1Rygcdw , https://discordapp.com/invite/uY3tca8"
128,Edgeless,https://coinmarketcap.com/currencies/edgeless/,EDG,17770400.0,https://edgeless.io/,https://discord.gg/NQ4hPTu
129,INS Ecosystem,https://coinmarketcap.com/currencies/ins-ecosystem/,INS,32231300.0,https://ins.world/,"https://t.me/ins_ecosystem , https://t.me/ins_ecosystem_cn"
130,Red Pulse,https://coinmarketcap.com/currencies/red-pulse/,RPX,7888770.0,https://www.red-pulse.com/landing,"https://t.me/redpulse , https://coin.red-pulse.com/slack"
131,Enjin Coin,https://coinmarketcap.com/currencies/enjin-coin/,ENJ,8005540.0,"https://www.enjin.com/ , https://enjincoin.io/",https://t.me/enjin_coin
132,Ubiq,https://coinmarketcap.com/currencies/ubiq/,UBQ,1073200.0,http://ubiqsmart.com/,https://discordapp.com/invite/HF6vEGF
133,AirSwap,https://coinmarketcap.com/currencies/airswap/,AST,13651800.0,https://www.airswap.io/,
134,ETHLend,https://coinmarketcap.com/currencies/ethlend/,LEND,19474900.0,https://ethlend.io/,https://t.me/ETHLend
135,AppCoins,https://coinmarketcap.com/currencies/appcoins/,APPC,36733200.0,https://appcoins.io/,
136,Aragon,https://coinmarketcap.com/currencies/aragon/,ANT,1776000.0,https://aragon.one/,
137,Time New Bank,https://coinmarketcap.com/currencies/time-new-bank/,TNB,30363700.0,http://tnb.fund/,"https://t.me/tnbgroup , https://t.me/tnb_en"
138,XTRABYTES,https://coinmarketcap.com/currencies/xtrabytes/,XBY,910754.0,https://www.xtrabytes.global/,"https://t.me/xtrabytes_official , https://discord.gg/uGYPbnn"
139,Achain,https://coinmarketcap.com/currencies/achain/,ACT,17743400.0,https://www.achain.com/,https://t.me/joinchat/GbZKzQ5-wexioFquTyAXmg
140,UTRUST,https://coinmarketcap.com/currencies/utrust/,UTK,4973940.0,https://utrust.io/,https://t.me/utrustofficial
141,Dynamic Trading Rights,https://coinmarketcap.com/currencies/dynamic-trading-rights/,DTR,508938.0,http://www.tokens.net/,
142,SingularDTV,https://coinmarketcap.com/currencies/singulardtv/,SNGLS,4195010.0,"https://singulardtv.com/ , https://medium.com/@SingularDTV",https://singulardtv.slack.com/
143,VIBE,https://coinmarketcap.com/currencies/vibe/,VIBE,14654600.0,https://www.vibehub.io/,https://discordapp.com/invite/rDJTpxC
144,Simple Token,https://coinmarketcap.com/currencies/simple-token/,OST,12884900.0,https://simpletoken.org/,https://www.t.me/simpletoken
145,Peercoin,https://coinmarketcap.com/currencies/peercoin/,PPC,4660600.0,http://www.peercoin.net,https://t.me/peercoin
146,SONM,https://coinmarketcap.com/currencies/sonm/,SNM,4098020.0,https://sonm.io/,https://t.me/sonm_eng
147,Counterparty,https://coinmarketcap.com/currencies/counterparty/,XCP,4985810.0,http://counterparty.io/,
148,SpankChain,https://coinmarketcap.com/currencies/spankchain/,SPANK,1940700.0,https://spankchain.com/,https://discord.gg/Rz48YYy
149,WaBi,https://coinmarketcap.com/currencies/wabi/,WABI,15270800.0,https://wacoin.io/,"https://t.me/wabiico , http://slack.wacoin.io/"
150,Gulden,https://coinmarketcap.com/currencies/gulden/,NLG,3096020.0,https://gulden.com/,
151,Ripio Credit Network,https://coinmarketcap.com/currencies/ripio-credit-network/,RCN,21644100.0,https://ripiocredit.network/,https://t.me/RCNchat
152,Streamr DATAcoin,https://coinmarketcap.com/currencies/streamr-datacoin/,DATA,3820700.0,https://www.streamr.com/,https://chat.streamr.com/
153,BitBay,https://coinmarketcap.com/currencies/bitbay/,BAY,9088640.0,http://bitbay.market/,"https://t.me/bitbayofficial , https://discord.gg/sP8b66W"
154,Centra,https://coinmarketcap.com/currencies/centra/,CTR,4969750.0,https://www.centra.tech/,https://t.me/centratech
155,ZenCash,https://coinmarketcap.com/currencies/zencash/,ZEN,1959540.0,https://zensystem.io/,"https://t.me/zencash , https://discord.gg/9kXQFHx"
156,Einsteinium,https://coinmarketcap.com/currencies/einsteinium/,EMC2,17154500.0,https://www.emc2.foundation/,
157,ATMChain,https://coinmarketcap.com/currencies/attention-token-of-media/,ATM,229370.0,https://www.atmchain.io/,
158,CyberMiles,https://coinmarketcap.com/currencies/cybermiles/,CMT,15938300.0,https://cm.5miles.com/,https://t.me/cybermilestoken
159,AdEx,https://coinmarketcap.com/currencies/adx-net/,ADX,10586600.0,https://www.adex.network/,https://t.me/AdExNetwork
160,QLINK,https://coinmarketcap.com/currencies/qlink/,QLC,3406240.0,http://qlink.mobi/,https://t.me/joinchat/F2sRmw4x_mzgSHKhyH5AFQ
161,NAGA,https://coinmarketcap.com/currencies/naga/,NGC,2086500.0,https://www.nagaico.com/,https://t.me/nagaico
162,Decentraland,https://coinmarketcap.com/currencies/decentraland/,MANA,26461000.0,https://decentraland.org/,"https://chat.decentraland.org/ , https://t.me/dcl_market"
163,Nuls,https://coinmarketcap.com/currencies/nuls/,NULS,9751830.0,https://nuls.io/,"https://t.me/Nulsio , https://join.slack.com/t/nuls/shared_invite/enQtMjQ4MTM4ODAyNTI4LWJjNGMwYTE0YjRlYmFlZGUwM2JhOGE4MDIwZmE4MzA2MDg1YzUyMmVkN2RhZjkyNWMzZjY5ZDU5ZmViMjZjNGQ"
164,Cindicator,https://coinmarketcap.com/currencies/cindicator/,CND,8720460.0,https://cindicator.com/,"https://t.me/cindicator_chat , https://t.me/cindicator_news"
165,Modum,https://coinmarketcap.com/currencies/modum/,MOD,3602410.0,https://modum.io/,
166,LBRY Credits,https://coinmarketcap.com/currencies/library-credit/,LBC,5098470.0,https://lbry.io/,
167,SuperNET,https://coinmarketcap.com/currencies/supernet-unity/,UNITY,1679.15,http://supernet.org,
168,IoT Chain,https://coinmarketcap.com/currencies/iot-chain/,ITC,21312300.0,https://iotchain.io/,"https://t.me/IoTChain , http://qm.qq.com/cgi-bin/qm/qr?k=CjS_9da0Uj5SfXX8Wm1PIDuL_Nbjzmc3"
169,district0x,https://coinmarketcap.com/currencies/district0x/,DNT,7317860.0,https://district0x.io/,
170,Decision Token,https://coinmarketcap.com/currencies/decision-token/,HST,3601340.0,https://horizonstate.com/,https://t.me/horizonstate
171,Triggers,https://coinmarketcap.com/currencies/triggers/,TRIG,38018900.0,https://www.blocksafefoundation.com/,
172,Unikoin Gold,https://coinmarketcap.com/currencies/unikoin-gold/,UKG,11118400.0,"https://unikrn.com/ , https://unikoingold.com/",https://discord.gg/NXkejuN
173,MobileGo,https://coinmarketcap.com/currencies/mobilego/,MGO,426855.0,https://mobilego.io/,https://t.me/mobilego
174,Tierion,https://coinmarketcap.com/currencies/tierion/,TNT,25611700.0,https://tierion.com/,
175,Viacoin,https://coinmarketcap.com/currencies/viacoin/,VIA,1565990.0,http://viacoin.org,https://telegram.me/viacoin
176,Wings,https://coinmarketcap.com/currencies/wings/,WINGS,4895330.0,https://wings.ai/,https://telegram.me/wingschat
177,Lamden,https://coinmarketcap.com/currencies/lamden/,TAU,530771.0,https://lamden.io/,https://t.me/lamdenchat
178,Metaverse ETP,https://coinmarketcap.com/currencies/metaverse/,ETP,11215600.0,https://mvs.org/,https://metaverse-project.herokuapp.com/
179,Wagerr,https://coinmarketcap.com/currencies/wagerr/,WGR,2223310.0,https://www.wagerr.com/,https://discordapp.com/invite/tkcXS34
180,Asch,https://coinmarketcap.com/currencies/asch/,XAS,2892110.0,https://www.asch.io/,https://t.me/joinchat/F5GtMA2hHXXoeuHdiPiooA
181,Burst,https://coinmarketcap.com/currencies/burst/,BURST,10690600.0,https://www.burst-coin.org,"https://t.me/burstcoin , https://discord.gg/Z2HSNFv"
182,BitClave,https://coinmarketcap.com/currencies/bitclave/,CAT,4277580.0,https://www.bitclave.com/,https://t.me/BitClaveCommunity
183,Agoras Tokens,https://coinmarketcap.com/currencies/agoras-tokens/,AGRS,211582.0,http://www.idni.org/,https://t.me/tauchain
184,Ambrosus,https://coinmarketcap.com/currencies/amber/,AMB,2804950.0,http://ambrosus.com/,"https://t.me/ambrosuschat , https://discordapp.com/invite/jbmWg8c"
185,CloakCoin,https://coinmarketcap.com/currencies/cloakcoin/,CLOAK,851493.0,https://www.cloakcoin.com/,"https://t.me/cloakproject , https://chat.cloakcoin.com"
186,Melon,https://coinmarketcap.com/currencies/melon/,MLN,1533900.0,"https://melonport.com/ , https://ipfs.io/ipns/melon.fund/",
187,Oyster,https://coinmarketcap.com/currencies/oyster-pearl/,PRL,2304740.0,https://oysterprotocol.com/,https://t.me/oysterprotocol
188,Etherparty,https://coinmarketcap.com/currencies/etherparty/,FUEL,7284600.0,https://etherparty.com/,https://t.me/etherparty
189,Metal,https://coinmarketcap.com/currencies/metal/,MTL,7193190.0,https://www.metalpay.com/,
190,HempCoin,https://coinmarketcap.com/currencies/hempcoin/,THC,2075020.0,http://hempcoin.org/,
191,Hive,https://coinmarketcap.com/currencies/hive/,HVN,970956.0,https://www.hive-project.net/,https://t.me/hiveprojectnet
192,Eidoo,https://coinmarketcap.com/currencies/eidoo/,EDO,16232700.0,https://eidoo.io/,https://t.me/joinchat/F4ox3EO_ubynqlzakd6lKw
193,FirstBlood,https://coinmarketcap.com/currencies/firstblood/,1ST,4933820.0,https://firstblood.io/,
194,Bread,https://coinmarketcap.com/currencies/bread/,BRD,9764760.0,https://token.breadapp.com/en/,https://t.me/joinchat/HB6JsUq7-w-y6l5DrfRV-A
195,Rise,https://coinmarketcap.com/currencies/rise/,RISE,3641130.0,https://rise.vision/,
196,MinexCoin,https://coinmarketcap.com/currencies/minexcoin/,MNX,140308.0,https://minexcoin.com/,https://t.me/minexcoin
197,DECENT,https://coinmarketcap.com/currencies/decent/,DCT,1149660.0,https://decent.ch/,
198,Lykke,https://coinmarketcap.com/currencies/lykke/,LKK,322776.0,https://lykke.com,https://telegram.me/joinchat/AEGiqkF-_dNaHMwQbRSnAg
199,I/O Coin,https://coinmarketcap.com/currencies/iocoin/,IOC,1641980.0,http://iocoin.io/,"https://t.me/joinchat/CqVqS0O3PjCTx9bfp4CwOQ , https://iocoin.slack.com/"
200,COSS,https://coinmarketcap.com/currencies/coss/,COSS,3616410.0,https://coss.io/,
201,Voxels,https://coinmarketcap.com/currencies/voxels/,VOX,16276600.0,"https://www.voxelus.com/ , https://thevoxel.com/",https://t.me/voxelus
202,Aeon,https://coinmarketcap.com/currencies/aeon/,AEON,494436.0,http://www.aeon.cash/,
203,CoinDash,https://coinmarketcap.com/currencies/coindash/,CDT,5659280.0,https://www.coindash.io/,
204,Shift,https://coinmarketcap.com/currencies/shift/,SHIFT,1120210.0,http://www.shiftnrg.org,https://shiftnrg.ryver.com/application/login
205,Pura,https://coinmarketcap.com/currencies/pura/,PURA,217890.0,http://www.pura.one/,
206,iXledger,https://coinmarketcap.com/currencies/ixledger/,IXT,1751510.0,https://www.ixledger.com/,https://t.me/iXledger
207,Lunyr,https://coinmarketcap.com/currencies/lunyr/,LUN,3783820.0,https://lunyr.com/,
208,MediShares,https://coinmarketcap.com/currencies/medishares/,MDS,36303700.0,http://www.medishares.org/,
209,WeTrust,https://coinmarketcap.com/currencies/trust/,TRST,1389940.0,https://www.wetrust.io/,
210,Cofound.it,https://coinmarketcap.com/currencies/cofound-it/,CFI,4150560.0,https://cofound.it/,
