name,link,rating,ico_profile,team,vision,product,start,end
mango-startups,https://icobench.com/ico/mango-startups/,3.4,4.8,3.3,3,2.6,1-Mar-18,20-Mar-18
napoleon-x,https://icobench.com/ico/napoleon-x/,3.9,4.8,4.2,3.8,3.2,22-Jan-18,28-Feb-18
node,https://icobench.com/ico/node/,4.4,4.8,4.2,4.4,3.9,15-Jan-18,15-Feb-18
open-source-university,https://icobench.com/ico/open-source-university/,3.6,4.8,4.1,3.1,2.9,4-Jun-18,1-Jul-18
open-source-university,https://icobench.com/ico/open-source-university/,3.6,4.8,4.1,3.1,2.9,4-Jun-18,1-Jul-18
play2live,https://icobench.com/ico/play2live/,4.4,4.8,4.7,4.4,3.5,12-Feb-18,5-Mar-18
quantum1net,https://icobench.com/ico/quantum1net/,4.1,4.8,3.5,3.5,2,2-Feb-18,9-Mar-18
sapien,https://icobench.com/ico/sapien/,4.6,4.8,4.3,4.7,4.6,31-Jan-18,15-Feb-18
stopthefakes,https://icobench.com/ico/stopthefakes/,4.2,4.8,4,4.3,4,21-Jan-18,21-Feb-18
taylor,https://icobench.com/ico/taylor/,4,4.8,3,1,1,19-Feb-18,20-Mar-18
the-bee-token,https://icobench.com/ico/the-bee-token/,4.1,4.8,4.5,3.8,3.4,2-Jan-18,31-Jan-18
tv-two,https://icobench.com/ico/tv-two/,3.6,4.8,4.1,3.1,2.7,24-Feb-18,24-Mar-18
vrt,https://icobench.com/ico/vrt/,4.1,4.8,3.9,4.4,3.7,27-Feb-18,27-Mar-18
well,https://icobench.com/ico/well/,3.9,4.8,3.8,3.6,3.3,25-Feb-18,15-Mar-18
x8-project,https://icobench.com/ico/x8-project/,3.6,4.8,3.9,3,2.9,4-Jan-18,22-Jan-18
bitrewards,https://icobench.com/ico/bitrewards/,4.4,4.6,4.2,4.7,4.2,12-Jan-18,31-Mar-18
daneel,https://icobench.com/ico/daneel/,4.1,4.6,3.5,4.5,2,29-Jan-18,5-Mar-18
debitum-network,https://icobench.com/ico/debitum-network/,3.3,4.6,2.9,3.3,2.5,25-Jan-18,25-Feb-18
decentralized-news-network,https://icobench.com/ico/decentralized-news-network/,4.2,4.6,3,3,3,2-Feb-18,9-Mar-18
dether,https://icobench.com/ico/dether/,4.2,4.6,4.3,4,3.8,7-Feb-18,Unknown
forty-seven-bank,https://icobench.com/ico/forty-seven-bank/,3.6,4.6,3.7,3.3,3,16-Dec-17,31-Mar-18
game-machine,https://icobench.com/ico/game-machine/,4,4.6,3.6,3.8,3.4,14-Dec-17,31-Jan-18
gimmer,https://icobench.com/ico/gimmer/,3.8,4.6,3.6,3.2,3,17-Jan-18,31-Jan-18
graft,https://icobench.com/ico/graft/,3.6,4.6,3.4,3,3.3,18-Jan-18,18-Feb-18
kyc-legal,https://icobench.com/ico/kyc-legal/,4.3,4.6,4.6,4.3,4,29-Nov-17,1-Mar-18
lucyd,https://icobench.com/ico/lucyd/,4.2,4.6,4.2,3.7,3.7,31-Oct-17,28-Feb-18
luxcess-group,https://icobench.com/ico/luxcess-group/,3.8,4.6,4.2,3.5,3.3,1-Mar-18,22-Apr-18
mark-space,https://icobench.com/ico/mark-space/,4,4.6,4.2,3.8,3.8,23-Jan-18,28-Feb-18
money-rebel,https://icobench.com/ico/money-rebel/,3.6,4.6,3.9,3,3,Unknown,Unknown
moxyone,https://icobench.com/ico/moxyone/,3.9,4.6,4,3.2,3.6,8-Feb-18,10-Mar-18
neuromation,https://icobench.com/ico/neuromation/,3.8,4.6,3.9,3.5,3.1,7-Jan-18,15-Feb-18
ntok,https://icobench.com/ico/ntok/,3.2,4.6,2.8,2.6,2.4,15-Jan-18,15-Feb-18
onplace,https://icobench.com/ico/onplace/,4.6,4.6,4.7,4.6,4.6,1-Feb-18,14-Feb-18
opporty,https://icobench.com/ico/opporty/,3.9,4.6,4.2,3.7,3.3,27-Dec-17,25-Jan-18
repux,https://icobench.com/ico/repux/,3.6,4.6,3.6,3,2.8,17-Nov-17,23-Jan-18
tokenstars-team,https://icobench.com/ico/tokenstars-team/,4,4.6,4.4,3.6,3.5,20-Dec-17,28-Feb-18
transcodium,https://icobench.com/ico/transcodium/,4,4.6,3.6,3.9,3.6,7-Jan-18,28-Feb-18
travelchain,https://icobench.com/ico/travelchain/,3.4,4.6,3.5,3.2,2.7,10-Dec-17,10-Feb-18
triforce-tokens,https://icobench.com/ico/triforce-tokens/,4,4.6,3.7,3.8,3.8,20-Feb-18,6-Mar-18
unilot,https://icobench.com/ico/unilot/,4.1,4.6,3.7,4,3.5,10-Jan-18,17-Feb-18
unilot,https://icobench.com/ico/unilot/,4.1,4.6,3.7,4,3.5,10-Jan-18,17-Feb-18
viola-ai,https://icobench.com/ico/viola-ai/,4.2,4.6,4.4,3.8,3.7,4-Dec-17,31-Jan-18
adhive,https://icobench.com/ico/adhive/,4.6,4.5,5,4.6,4.3,31-Jan-18,6-Feb-18
amon,https://icobench.com/ico/amon/,4.1,4.5,4.1,3.7,3.9,1-Mar-18,2-Mar-18
bcshop,https://icobench.com/ico/bcshop/,3.8,4.5,3.3,3.6,3.5,16-Jan-18,13-Feb-18
caviar,https://icobench.com/ico/caviar/,3.7,4.5,3.7,3.4,3.2,12-Dec-17,Unknown
coinpoker,https://icobench.com/ico/coinpoker/,3.4,4.5,2.7,3.1,3.1,19-Jan-18,26-Jan-18
connectjob,https://icobench.com/ico/connectjob/,4.1,4.5,4.4,4.5,2.9,1-Dec-17,11-Feb-18
experty,https://icobench.com/ico/experty/,3.6,4.5,3.9,3.3,3,25-Jan-18,25-Feb-18
fundfantasy,https://icobench.com/ico/fundfantasy/,3.8,4.5,3.6,3.5,3.4,25-Feb-18,25-Mar-18
hirematch,https://icobench.com/ico/hirematch/,4,4.5,3.9,3.5,3.5,1-Oct-17,15-Feb-18
hurify,https://icobench.com/ico/hurify/,4,4.5,3.7,4.1,3.2,1-Feb-18,28-Feb-18
live-stars,https://icobench.com/ico/live-stars/,3.5,4.5,2.3,3.9,3,15-Jan-18,15-Feb-18
livetree-adept,https://icobench.com/ico/livetree-adept/,4.3,4.5,3,5,4,31-Jan-18,23-Feb-18
mavin,https://icobench.com/ico/mavin/,3.7,4.5,3.7,3.6,3,22-Nov-17,Unknown
modex,https://icobench.com/ico/modex/,4.1,4.5,4.1,3.8,3.7,Unknown,Unknown
native-video-box,https://icobench.com/ico/native-video-box/,4.1,4.5,3,3,3,1-Jan-18,15-Apr-18
obizcoin,https://icobench.com/ico/obizcoin/,4.2,4.5,3.7,4.6,3.8,14-Dec-17,24-Jan-18
picky,https://icobench.com/ico/picky/,3.2,4.5,1.7,2.4,2,14-Jan-18,14-Feb-18
playbets,https://icobench.com/ico/playbets/,4.3,4.5,4.4,4,4,1-Apr-18,30-Apr-18
raison,https://icobench.com/ico/raison/,3.5,4.5,3.8,2.8,2.2,1-Feb-18,28-Feb-18
rocket-ico,https://icobench.com/ico/rocket-ico/,3.7,4.5,4,3.1,3.2,1-Nov-17,15-Feb-18
rootproject,https://icobench.com/ico/rootproject/,4,4.5,4.1,4.3,3.1,17-Jan-18,Unknown
scrinium,https://icobench.com/ico/scrinium/,3.2,4.5,2.9,2.7,2.3,11-Feb-18,11-Mar-18
sharpay,https://icobench.com/ico/sharpay/,4.8,4.5,4.9,4.9,4.8,11-Dec-17,11-Feb-18
signals,https://icobench.com/ico/signals/,3.8,4.5,3.9,3.4,3.3,26-Feb-18,26-Mar-18
skara,https://icobench.com/ico/skara/,4.1,4.5,4.5,3.8,3.5,8-Feb-18,23-Feb-18
solve-care,https://icobench.com/ico/solve-care/,4,4.5,3.8,3.9,3.2,21-Feb-18,19-May-18
syncfab,https://icobench.com/ico/syncfab/,4.4,4.5,5,4.5,3,15-Nov-17,15-Feb-18
teky,https://icobench.com/ico/teky/,2.9,4.5,2.8,1.7,1.7,Unknown,Unknown
the-abyss,https://icobench.com/ico/the-abyss/,4.4,4.5,4,4,4,7-Feb-18,1-Mar-18
theworldnews,https://icobench.com/ico/theworldnews/,3.9,4.5,3.3,4,2.3,17-Jan-18,31-Jan-18
thrive,https://icobench.com/ico/thrive/,3.9,4.5,3.8,3.5,3.3,15-Feb-18,5-Mar-18
tokengo,https://icobench.com/ico/tokengo/,3.3,4.5,3,3,2,31-Jan-18,Unknown
tontinetrust,https://icobench.com/ico/tontinetrust/,4.3,4.5,4.5,4.2,3.6,Unknown,Unknown
uservice,https://icobench.com/ico/uservice/,3.5,4.5,3.9,2.8,2.6,18-Dec-17,1-Feb-18
vestarin,https://icobench.com/ico/vestarin/,4.3,4.5,4,4,4,30-Jan-18,28-Feb-18
vinnd-io,https://icobench.com/ico/vinnd-io/,3.6,4.5,3.1,3.6,2.5,18-Jan-18,18-Feb-18
advanced-browsing-token,https://icobench.com/ico/advanced-browsing-token/,3.3,4.4,3,3,2.6,Unknown,31-Jan-18
arcona,https://icobench.com/ico/arcona/,4.1,4.4,4.2,4.3,3.3,25-Dec-17,25-Jan-18
babb,https://icobench.com/ico/babb/,4.2,4.4,4,4.2,4,15-Jan-18,15-Feb-18
baikalika,https://icobench.com/ico/baikalika/,4.1,4.4,3.8,4,3.6,12-Feb-18,19-Mar-18
bankera,https://icobench.com/ico/bankera/,3.5,4.4,3.1,3.4,3.1,27-Nov-17,27-Feb-18
bcdiploma,https://icobench.com/ico/bcdiploma/,3.8,4.4,3.8,3.8,3.2,18-Jan-18,16-Feb-18
budbo,https://icobench.com/ico/budbo/,4,4.4,4.3,3.5,3.9,15-Jan-18,15-Feb-18
bulleon,https://icobench.com/ico/bulleon/,4.2,4.4,3.9,4.2,3.6,1-Jan-18,31-Dec-18
cappasity,https://icobench.com/ico/cappasity/,4.2,4.4,4.1,4.3,4,22-Mar-18,19-Apr-18
cedex,https://icobench.com/ico/cedex/,3.7,4.4,4.1,3.6,2.5,Unknown,Unknown
cibus,https://icobench.com/ico/cibus/,3.5,4.4,3.3,3.5,2.2,28-Feb-18,28-Mar-18
cryptopus,https://icobench.com/ico/cryptopus/,4.1,4.4,3.8,4.3,3.5,3-Dec-17,31-Jan-18
devery,https://icobench.com/ico/devery/,4.1,4.4,4,4.2,3.8,18-Jan-18,11-Feb-18
districts,https://icobench.com/ico/districts/,3.8,4.4,3.7,3.3,3.7,1-Nov-17,31-Jan-18
earth-token,https://icobench.com/ico/earth-token/,3.9,4.4,3.4,4.1,3.4,Unknown,Unknown
fit-token,https://icobench.com/ico/fit-token/,4.2,4.4,3.4,4.6,3.7,20-Jan-18,15-Mar-18
flashmoni,https://icobench.com/ico/flashmoni/,4.4,4.4,0,0,0,20-Jan-18,31-Jan-18
gif-by-socifi,https://icobench.com/ico/gif-by-socifi/,4.3,4.4,4,4,4,8-Dec-17,23-Jan-18
globitex,https://icobench.com/ico/globitex/,4,4.4,4.4,3.4,3.9,10-Feb-18,12-Mar-18
hydrocoin,https://icobench.com/ico/hydrocoin/,4.2,4.4,4,4.4,3.7,1-Jan-18,31-Mar-18
ititaniumcoin,https://icobench.com/ico/ititaniumcoin/,4.3,4.4,4,4,4,15-Dec-17,31-Jan-18
moozicore,https://icobench.com/ico/moozicore/,4.4,4.4,0,0,0,2-Jan-18,29-Jan-18
publiq,https://icobench.com/ico/publiq/,4.4,4.4,4.7,4.7,3.7,15-Nov-17,15-Feb-18
theta-network,https://icobench.com/ico/theta-network/,3.1,4.4,2.3,3,2.1,8-Jan-18,8-Feb-18
trakinvest,https://icobench.com/ico/trakinvest/,4.2,4.4,4.7,4.1,3.3,16-Jan-18,31-Jan-18
vimarket,https://icobench.com/ico/vimarket/,4,4.4,4,3,3,7-Jan-18,31-Jan-18
vlb,https://icobench.com/ico/vlb/,3.9,4.4,4,3.3,3,5-Feb-18,12-Mar-18
yourblock,https://icobench.com/ico/yourblock/,4.2,4.4,4,4.1,4.1,18-Dec-17,12-Feb-18
acorn-collective,https://icobench.com/ico/acorn-collective/,4.3,4.3,0,0,0,29-Jan-18,19-Feb-18
aida,https://icobench.com/ico/aida/,4.1,4.3,4.3,3.9,3.8,4-Jan-18,25-Jan-18
arna-panacea,https://icobench.com/ico/arna-panacea/,4,4.3,3.7,3.8,4.1,15-Dec-17,10-Feb-18
aworker,https://icobench.com/ico/aworker/,3.5,4.3,2.5,3,1.5,26-Jan-18,26-May-18
bitnation,https://icobench.com/ico/bitnation/,4.1,4.3,4.8,3.8,3.3,28-Feb-18,28-Mar-18
bitrent,https://icobench.com/ico/bitrent/,3.6,4.3,3,4.1,2.8,1-Dec-17,1-Mar-18
boosteroid,https://icobench.com/ico/boosteroid/,3.6,4.3,2.7,3.8,3.1,15-Jan-18,15-Feb-18
cashbag,https://icobench.com/ico/cashbag/,3.9,4.3,3,3,3,12-Mar-18,9-Apr-18
cove-identity,https://icobench.com/ico/cove-identity/,4.2,4.3,4,4.3,3.7,Unknown,Unknown
credits,https://icobench.com/ico/credits/,3.6,4.3,3.6,3.7,2.8,1-Feb-18,28-Feb-18
crowdcoinage,https://icobench.com/ico/crowdcoinage/,3.8,4.3,3,2,2,22-Jan-18,12-Mar-18
crypto-bnb,https://icobench.com/ico/crypto-bnb/,2.9,4.3,2,2.6,1.4,14-Feb-18,14-May-18
decentralized-id,https://icobench.com/ico/decentralized-id/,4.1,4.3,4.3,3.9,3.7,4-Jan-18,14-Feb-18
ellcrys,https://icobench.com/ico/ellcrys/,4,4.3,4.4,3.3,3.6,1-Feb-18,1-Mar-18
exmo-coin,https://icobench.com/ico/exmo-coin/,4.3,4.3,4.8,4.1,4.1,21-Feb-18,23-Feb-18
fundrequest,https://icobench.com/ico/fundrequest/,4.1,4.3,3.5,3.5,4,Unknown,Unknown
immla,https://icobench.com/ico/immla/,3.9,4.3,3.6,4.2,3.5,Unknown,Unknown
izetex,https://icobench.com/ico/izetex/,4.1,4.3,4.2,4.3,3.5,1-Mar-18,31-Mar-18
jury-online,https://icobench.com/ico/jury-online/,3.8,4.3,3.5,3.8,3.4,12-Feb-18,14-Mar-18
mevu,https://icobench.com/ico/mevu/,4,4.3,3,3,2,11-Jun-18,16-Jul-18
naviaddress,https://icobench.com/ico/naviaddress/,4.3,4.3,4,5,4,3-Mar-18,28-Mar-18
neurogress,https://icobench.com/ico/neurogress/,3.9,4.3,3.8,3.5,3.5,10-Feb-18,25-Mar-18
pundi-x,https://icobench.com/ico/pundi-x/,4,4.3,3.1,4.1,4,Unknown,Unknown
repu,https://icobench.com/ico/repu/,4.3,4.3,4,5,3.8,Unknown,Unknown
retn,https://icobench.com/ico/retn/,3.9,4.3,3.7,4,3.3,7-Dec-17,31-Mar-18
rxeal,https://icobench.com/ico/rxeal/,4.1,4.3,4,3,3,15-Jan-18,5-Feb-18
streamity,https://icobench.com/ico/streamity/,4,4.3,4.4,3.3,2.8,22-Jan-18,28-Jan-18
tokenlend,https://icobench.com/ico/tokenlend/,4.2,4.3,4.3,4.3,4,1-Mar-18,11-Mar-18
tokenomy,https://icobench.com/ico/tokenomy/,4.3,4.3,0,0,0,15-Jan-18,5-Feb-18
trustabit,https://icobench.com/ico/trustabit/,4.3,4.3,0,0,0,5-Feb-18,12-Feb-18
vinchain,https://icobench.com/ico/vinchain/,3.8,4.3,3.8,3.6,3.3,22-Mar-18,15-Apr-18
a2b-taxi,https://icobench.com/ico/a2b-taxi/,3.5,4.1,3,1,1,1-Mar-18,3-Mar-18
africunia,https://icobench.com/ico/africunia/,4.1,4.1,0,0,0,1-Dec-17,28-Feb-18
bitcomo,https://icobench.com/ico/bitcomo/,3.8,4.1,3,3,3,1-Dec-17,16-Feb-18
bitrace,https://icobench.com/ico/bitrace/,3.7,4.1,2,3,3,25-Jan-18,25-Feb-18
blockmesh,https://icobench.com/ico/blockmesh/,4,4.1,4.5,4.3,2.7,28-Feb-18,31-Mar-18
bountie,https://icobench.com/ico/bountie/,3.6,4.1,3,3,3,26-Feb-18,5-Mar-18
carvertical,https://icobench.com/ico/carvertical/,4,4.1,4,4.3,3.7,26-Dec-17,4-Apr-18
coinmetro,https://icobench.com/ico/coinmetro/,3.6,4.1,4,3,2.4,21-Feb-18,23-Mar-18
colu-local-network,https://icobench.com/ico/colu-local-network/,3.6,4.1,4,1,1,14-Feb-18,21-Feb-18
creditcoin,https://icobench.com/ico/creditcoin/,3.9,4.1,3,4,3,14-Feb-18,1-Mar-18
datarius,https://icobench.com/ico/datarius/,4.1,4.1,4.4,4,4,Unknown,Unknown
edgecoin,https://icobench.com/ico/edgecoin/,3.3,4.1,2.4,3.9,2.4,Unknown,6-Apr-18
energi-token,https://icobench.com/ico/energi-token/,4.2,4.1,4.2,4.2,4.2,17-Nov-17,31-Jan-18
extra-credit,https://icobench.com/ico/extra-credit/,4.1,4.1,0,0,0,1-Jan-18,1-Feb-18
gameflip,https://icobench.com/ico/gameflip/,3.4,4.1,3.4,3,3,4-Dec-17,29-Jan-18
hero-2,https://icobench.com/ico/hero-2/,3.7,4.1,4,2,1,29-Jan-18,16-Mar-18
honor-jubs,https://icobench.com/ico/honor-jubs/,4,4.1,3.4,4.2,4,15-Jan-18,17-Feb-18
krios,https://icobench.com/ico/krios/,4.1,4.1,0,0,0,8-Jan-18,16-Feb-18
midex,https://icobench.com/ico/midex/,4.1,4.1,0,0,0,15-Jan-18,15-Mar-18
nousplatform,https://icobench.com/ico/nousplatform/,3.9,4.1,3.6,4.1,3.7,1-Mar-18,17-Apr-18
pareto,https://icobench.com/ico/pareto/,3.8,4.1,2.9,3.6,2.9,Unknown,Unknown
pikciochain,https://icobench.com/ico/pikciochain/,3.9,4.1,3.5,4.3,3.3,28-Feb-18,31-Mar-18
propify,https://icobench.com/ico/propify/,4.1,4.1,4,4,4,Unknown,Unknown
safekeet,https://icobench.com/ico/safekeet/,4.1,4.1,4.5,3.5,4,15-Jan-18,28-Feb-18
skrilla,https://icobench.com/ico/skrilla/,3.6,4.1,3,3,3,Unknown,Unknown
telcoin,https://icobench.com/ico/telcoin/,3.3,4.1,3.8,2.6,2.1,Unknown,Unknown
tradove,https://icobench.com/ico/tradove/,4.6,4.1,4.6,4.7,4.6,26-Oct-17,1-Feb-18
valorem-foundation,https://icobench.com/ico/valorem-foundation/,3.4,4.1,2.1,2.6,2.1,15-Dec-17,30-Mar-18
velix-id,https://icobench.com/ico/velix-id/,4.1,4.1,0,0,0,27-Jan-18,31-Jan-18
verime,https://icobench.com/ico/verime/,3.8,4.1,4,3.3,3.4,15-Dec-17,31-Jan-18
alfatoken,https://icobench.com/ico/alfatoken/,4,4,0,0,0,22-Jan-18,22-Apr-18
almbank,https://icobench.com/ico/almbank/,3.2,4,2.3,3.7,1.4,28-Dec-17,28-Jan-18
archicoin,https://icobench.com/ico/archicoin/,4,4,0,0,0,1-Dec-17,7-Mar-18
bank4you,https://icobench.com/ico/bank4you/,3.7,4,3.5,3.2,3.2,6-Nov-17,31-Jan-18
bazista,https://icobench.com/ico/bazista/,4,4,3.6,4.4,3.8,8-Jan-18,2-Mar-18
betterbetting,https://icobench.com/ico/betterbetting/,4.1,4,4.5,4.3,3.9,15-Dec-17,31-Jan-18
birdchain,https://icobench.com/ico/birdchain/,3.7,4,3.8,3.8,3,Unknown,Unknown
crowdwiz,https://icobench.com/ico/crowdwiz/,3.5,4,3.7,3.6,2.9,20-Nov-17,31-Jan-18
current,https://icobench.com/ico/current/,4.3,4,5,4.5,4.6,7-Feb-18,21-Feb-18
dadi,https://icobench.com/ico/dadi/,3.6,4,3.3,3.4,3.5,22-Jan-18,29-Jan-18
dencity,https://icobench.com/ico/dencity/,4,4,4,4,4,Unknown,Unknown
disciplina-by-teachmeplease,https://icobench.com/ico/disciplina-by-teachmeplease/,3.9,4,4,3,4,27-Nov-17,20-Mar-18
elcoin,https://icobench.com/ico/elcoin/,3.3,4,3.4,3,2.4,8-Jan-18,5-Feb-18
ens-bid,https://icobench.com/ico/ens-bid/,3.5,4,3,3.7,2.7,10-Jan-18,28-Feb-18
etcetera,https://icobench.com/ico/etcetera/,4,4,0,0,0,1-Feb-18,15-Mar-18
ethearnal,https://icobench.com/ico/ethearnal/,4,4,0,0,0,28-Feb-18,1-Apr-18
faceter,https://icobench.com/ico/faceter/,4,4,0,0,0,1-Feb-18,15-Mar-18
giza-device,https://icobench.com/ico/giza-device/,4.3,4,4.2,4.5,4.4,8-Jan-18,8-Feb-18
gn-compass,https://icobench.com/ico/gn-compass/,4,4,0,0,0,28-Jan-18,28-Feb-18
gron-digital,https://icobench.com/ico/gron-digital/,3.9,4,4,4,3,9-Jan-18,23-Jan-18
jolyy,https://icobench.com/ico/jolyy/,3.1,4,2.6,2.4,1.7,1-Apr-18,15-Apr-18
keyrpto,https://icobench.com/ico/keyrpto/,4,4,0,0,0,20-Jan-18,26-Jan-18
kript,https://icobench.com/ico/kript/,3.4,4,2.7,3,2.5,9-Mar-18,9-Apr-18
loyalcoin,https://icobench.com/ico/loyalcoin/,3.9,4,4.3,4,3.1,11-Dec-17,10-Feb-18
mingo,https://icobench.com/ico/mingo/,4.1,4,4.9,3.8,3.8,Unknown,Unknown
moonlite,https://icobench.com/ico/moonlite/,4,4,0,0,0,5-Jan-18,14-Feb-18
mytracknet,https://icobench.com/ico/mytracknet/,3.3,4,2.8,3.1,2.4,14-Dec-17,31-Jan-18
nyx,https://icobench.com/ico/nyx/,3.7,4,3,3,3,24-Jan-18,7-Feb-18
odem,https://icobench.com/ico/odem/,4,4,0,0,0,17-Feb-18,19-Mar-18
pecunio,https://icobench.com/ico/pecunio/,3.8,4,3.5,4,3.5,1-Feb-18,22-Mar-18
pm7,https://icobench.com/ico/pm7/,4,4,4,4,4,17-Dec-17,4-Mar-18
qlink,https://icobench.com/ico/qlink/,4,4,0,0,0,27-Dec-17,27-Jan-18
r-block,https://icobench.com/ico/r-block/,4,4,4,4,4,30-Jan-18,20-Feb-18
skraps,https://icobench.com/ico/skraps/,2.7,4,2.2,2.1,1.9,15-Jan-18,15-Feb-18
socialx,https://icobench.com/ico/socialx/,3.7,4,3,3,3,15-Jan-18,24-Jan-18
tomocoin,https://icobench.com/ico/tomocoin/,3.8,4,5,3,1,1-Mar-18,20-Mar-18
vestopia,https://icobench.com/ico/vestopia/,4,4,0,0,0,25-Jan-18,26-Mar-18
zenome,https://icobench.com/ico/zenome/,3.4,4,2.7,3.7,2.5,Unknown,Unknown
acquaint,https://icobench.com/ico/acquaint/,3.9,3.9,0,0,0,1-Dec-17,15-Apr-18
aidcoin,https://icobench.com/ico/aidcoin/,3.3,3.9,3.4,3.3,2.8,16-Jan-18,1-Feb-18
arbidex,https://icobench.com/ico/arbidex/,3.7,3.9,2,4,3,11-Jan-18,29-Jan-18
blockbank,https://icobench.com/ico/blockbank/,3.8,3.9,4,3.8,3.4,8-Feb-18,15-Mar-18
bluzelle,https://icobench.com/ico/bluzelle/,3.7,3.9,3.8,3.6,3.5,18-Jan-18,2-Feb-18
