rank,name,link,symbol,feixiaohao,volume,website,chat
62,Byteball Bytes,https://coinmarketcap.com/currencies/byteball/,GBYTE,https://www.feixiaohao.com/currencies/byteball/,2997590.0,https://byteball.org/,https://t.me/byteball
63,Kyber Network,https://coinmarketcap.com/currencies/kyber-network/,KNC,https://www.feixiaohao.com/currencies/kyber-network/,23158800.0,https://kyber.network/,https://t.me/kybernetwork
64,ZClassic,https://coinmarketcap.com/currencies/zclassic/,ZCL,https://www.feixiaohao.com/currencies/zclassic/,12272900.0,http://zclassic.org/,
65,Aion,https://coinmarketcap.com/currencies/aion/,AION,https://www.feixiaohao.com/currencies/aion/,10487900.0,https://aion.network/,
66,Factom,https://coinmarketcap.com/currencies/factom/,FCT,https://www.feixiaohao.com/currencies/factom/,18138300.0,http://factom.org/,
67,MonaCoin,https://coinmarketcap.com/currencies/monacoin/,MONA,https://www.feixiaohao.com/currencies/monacoin/,8904650.0,http://monacoin.org,
68,Bytom,https://coinmarketcap.com/currencies/bytom/,BTM,https://www.feixiaohao.com/currencies/bytom/,37344400.0,http://bytom.io/,"https://t.me/BytomInternational , https://t.me/bytomchinese"
69,Aeternity,https://coinmarketcap.com/currencies/aeternity/,AE,https://www.feixiaohao.com/currencies/aeternity/,3253200.0,https://www.aeternity.com/,https://telegram.me/aeternity
70,FunFair,https://coinmarketcap.com/currencies/funfair/,FUN,https://www.feixiaohao.com/currencies/funfair/,15794100.0,https://funfair.io/,"https://t.me/FunFairTech/ , https://discordapp.com/invite/rwETqSP"
71,Dent,https://coinmarketcap.com/currencies/dent/,DENT,https://www.feixiaohao.com/currencies/dent/,35218100.0,https://www.dentcoin.com/,https://t.me/dentcoin
72,GXShares,https://coinmarketcap.com/currencies/gxshares/,GXS,https://www.feixiaohao.com/currencies/gxshares/,9116420.0,https://gxs.gxb.io/,https://t.me/GXB_International
73,Experience Points,https://coinmarketcap.com/currencies/experience-points/,XP,https://www.feixiaohao.com/currencies/experience-points/,3289830.0,http://www.xpcoin.io/,"https://t.me/xpcoin , https://discordapp.com/invite/NYMAUec"
74,DigixDAO,https://coinmarketcap.com/currencies/digixdao/,DGD,https://www.feixiaohao.com/currencies/digixdao/,5930470.0,https://digix.io/,
75,Kin,https://coinmarketcap.com/currencies/kin/,KIN,https://www.feixiaohao.com/currencies/kin/,1070940.0,"http://kinecosystem.org/ , https://kin.kik.com",https://t.me/kincurrency
76,Power Ledger,https://coinmarketcap.com/currencies/power-ledger/,POWR,https://www.feixiaohao.com/currencies/power-ledger/,54013600.0,https://powerledger.io/,https://t.me/joinchat/Gop-90DIMiPF7N_EtvFzjA
77,Nexus,https://coinmarketcap.com/currencies/nexus/,NXS,https://www.feixiaohao.com/currencies/nexus/,3387650.0,http://www.nexusearth.com/,
78,MaidSafeCoin,https://coinmarketcap.com/currencies/maidsafecoin/,MAID,https://www.feixiaohao.com/currencies/maidsafecoin/,7117940.0,http://maidsafe.net,
79,ReddCoin,https://coinmarketcap.com/currencies/reddcoin/,RDD,https://www.feixiaohao.com/currencies/reddcoin/,18688600.0,http://www.reddcoin.com/,
80,Syscoin,https://coinmarketcap.com/currencies/syscoin/,SYS,https://www.feixiaohao.com/currencies/syscoin/,10245600.0,http://syscoin.org,https://t.me/joinchat/AAAAAEHzByog3h1qutnjhQ
81,Substratum,https://coinmarketcap.com/currencies/substratum/,SUB,https://www.feixiaohao.com/currencies/substratum/,15778300.0,https://substratum.net/,https://t.me/SubstratumCommunity
82,Nebulas,https://coinmarketcap.com/currencies/nebulas-token/,NAS,https://www.feixiaohao.com/currencies/nebulas-token/,26725900.0,https://nebulas.io/,https://t.me/nebulasio
83,Request Network,https://coinmarketcap.com/currencies/request-network/,REQ,https://www.feixiaohao.com/currencies/request-network/,20201100.0,https://request.network/,"https://t.me/requestnetwork , https://open.kakao.com/o/g0Y6wJA"
84,ZCoin,https://coinmarketcap.com/currencies/zcoin/,XZC,https://www.feixiaohao.com/currencies/zcoin/,8413420.0,https://zcoin.io,https://discordapp.com/invite/4FjnQ2q
85,Nxt,https://coinmarketcap.com/currencies/nxt/,NXT,https://www.feixiaohao.com/currencies/nxt/,22132200.0,https://nxt.org/,https://t.me/NXTCommunity
86,Enigma,https://coinmarketcap.com/currencies/enigma-project/,ENG,https://www.feixiaohao.com/currencies/enigma-project/,15495100.0,https://enigma.co/,"https://t.me/enigmacatalyst , https://discord.gg/SJK32GY"
87,Neblio,https://coinmarketcap.com/currencies/neblio/,NEBL,https://www.feixiaohao.com/currencies/neblio/,60576700.0,https://nebl.io/,https://t.me/joinchat/GFVgz0G-oVXOIJGfFYD-vg
88,aelf,https://coinmarketcap.com/currencies/aelf/,ELF,https://www.feixiaohao.com/currencies/aelf/,77141100.0,http://aelf.io/,https://t.me/aelfblockchain
89,Bancor,https://coinmarketcap.com/currencies/bancor/,BNT,https://www.feixiaohao.com/currencies/bancor/,10606300.0,https://bancor.network/,https://telegram.me/bancor
90,GameCredits,https://coinmarketcap.com/currencies/gamecredits/,GAME,https://www.feixiaohao.com/currencies/gamecredits/,11366300.0,http://gamecredits.com,https://discordapp.com/invite/vDEYBTc
91,Particl,https://coinmarketcap.com/currencies/particl/,PART,https://www.feixiaohao.com/currencies/particl/,1719830.0,http://particl.io/,"https://t.me/particlproject , https://t.me/particlnews"
92,Iconomi,https://coinmarketcap.com/currencies/iconomi/,ICN,https://www.feixiaohao.com/currencies/iconomi/,9386630.0,https://www.iconomi.net/,
93,Emercoin,https://coinmarketcap.com/currencies/emercoin/,EMC,https://www.feixiaohao.com/currencies/emercoin/,2714810.0,http://emercoin.com/,
94,TenX,https://coinmarketcap.com/currencies/tenx/,PAY,https://www.feixiaohao.com/currencies/tenx/,18463400.0,https://www.tenx.tech/,
95,MediBloc,https://coinmarketcap.com/currencies/medibloc/,MED,https://www.feixiaohao.com/currencies/medibloc/,16943200.0,https://medibloc.org/en/,https://t.me/medibloc
96,Cryptonex,https://coinmarketcap.com/currencies/cryptonex/,CNX,https://www.feixiaohao.com/currencies/cryptonex/,234715.0,https://cryptonex.org/,
97,Bitcore,https://coinmarketcap.com/currencies/bitcore/,BTX,https://www.feixiaohao.com/currencies/bitcore/,1935570.0,http://bitcore.cc/,https://t.me/bitcore_btx_official
98,Quantstamp,https://coinmarketcap.com/currencies/quantstamp/,QSP,https://www.feixiaohao.com/currencies/quantstamp/,28059200.0,https://quantstamp.com/,https://t.me/quantstamp
99,Gnosis,https://coinmarketcap.com/currencies/gnosis-gno/,GNO,https://www.feixiaohao.com/currencies/gnosis-gno/,6044300.0,https://gnosis.pm/,
100,Civic,https://coinmarketcap.com/currencies/civic/,CVC,https://www.feixiaohao.com/currencies/civic/,21265800.0,https://www.civic.com/,
101,BitcoinDark,https://coinmarketcap.com/currencies/bitcoindark/,BTCD,https://www.feixiaohao.com/currencies/bitcoindark/,158642.0,http://bitcoindark.com/,http://slackinvite.supernet.org/
102,ChainLink,https://coinmarketcap.com/currencies/chainlink/,LINK,https://www.feixiaohao.com/currencies/chainlink/,6502310.0,https://smartcontract.com/,
103,Skycoin,https://coinmarketcap.com/currencies/skycoin/,SKY,https://www.feixiaohao.com/currencies/skycoin/,597031.0,http://skycoin.net/,
104,XPlay,https://coinmarketcap.com/currencies/xplay/,XPA,https://www.feixiaohao.com/currencies/xplay/,492154.0,https://xplay.fund/,https://t.me/joinchat/CvaXNg4T_y13oqxdix9y9w
105,Cobinhood,https://coinmarketcap.com/currencies/cobinhood/,COB,https://www.feixiaohao.com/currencies/cobinhood/,2309740.0,https://www.cobinhood.com/,"https://t.me/cobinhood , http://line.me/ti/g/F4Z6xniAWB"
106,Raiden Network Token,https://coinmarketcap.com/currencies/raiden-network-token/,RDN,https://www.feixiaohao.com/currencies/raiden-network-token/,14504800.0,https://raiden.network/,"https://riot.im/app/#/room/#raiden-network:matrix.org , https://gitter.im/raiden-network/raiden"
107,NAV Coin,https://coinmarketcap.com/currencies/nav-coin/,NAV,https://www.feixiaohao.com/currencies/nav-coin/,9990100.0,http://www.navcoin.org/,"https://t.me/navcoin , https://discord.gg/y4Vu9jw"
108,BLOCKv,https://coinmarketcap.com/currencies/blockv/,VEE,https://www.feixiaohao.com/currencies/blockv/,3059740.0,https://blockv.io/,https://t.me/block_v
109,DigitalNote,https://coinmarketcap.com/currencies/digitalnote/,XDN,https://www.feixiaohao.com/currencies/digitalnote/,30278300.0,http://digitalnote.org/,
110,Pillar,https://coinmarketcap.com/currencies/pillar/,PLR,https://www.feixiaohao.com/currencies/pillar/,425316.0,https://pillarproject.io/,
111,PACcoin,https://coinmarketcap.com/currencies/paccoin/,PAC,https://www.feixiaohao.com/currencies/paccoin/,714439.0,http://paccoin.net/,
112,Santiment Network Token,https://coinmarketcap.com/currencies/santiment/,SAN,https://www.feixiaohao.com/currencies/santiment/,22406600.0,https://santiment.net/,
113,Bibox Token,https://coinmarketcap.com/currencies/bibox-token/,BIX,https://www.feixiaohao.com/currencies/bibox-token/,20235600.0,https://www.bibox.com/,https://t.me/joinchat/GAi9vQ5BEjR0mAxK5cdHjA
114,DEW,https://coinmarketcap.com/currencies/dew/,DEW,https://www.feixiaohao.com/currencies/dew/,1340490.0,https://dew.one/,https://t.me/dew_cn
115,Blocknet,https://coinmarketcap.com/currencies/blocknet/,BLOCK,https://www.feixiaohao.com/currencies/blocknet/,880853.0,"http://blocknet.co/ , https://blocknetprotocol.com/","https://rocket.blocknet.co:8443/home , https://t.me/Blocknet"
116,BridgeCoin,https://coinmarketcap.com/currencies/bridgecoin/,BCO,https://www.feixiaohao.com/currencies/bridgecoin/,512383.0,"https://www.crypto-bridge.org/ , https://bridgecoin.org/","https://t.me/CryptoBridge , https://join.slack.com/t/cryptobridge/shared_invite/MjI2OTAzNjU3MzYyLTE1MDI4MTUyNDItYzQ0OTgwMDc0Yg"
117,PayPie,https://coinmarketcap.com/currencies/paypie/,PPP,https://www.feixiaohao.com/currencies/paypie/,168400.0,https://www.paypie.com/,https://t.me/PayPie
118,Storj,https://coinmarketcap.com/currencies/storj/,STORJ,https://www.feixiaohao.com/currencies/storj/,14785500.0,https://storj.io/,
119,Vertcoin,https://coinmarketcap.com/currencies/vertcoin/,VTC,https://www.feixiaohao.com/currencies/vertcoin/,7587560.0,http://vertcoin.org/,https://discord.gg/SUy9Hsr
120,SIRIN LABS Token,https://coinmarketcap.com/currencies/sirin-labs-token/,SRN,https://www.feixiaohao.com/currencies/sirin-labs-token/,9101430.0,http://www.sirinlabs.com/,https://t.me/sirinlabs
121,Storm,https://coinmarketcap.com/currencies/storm/,STORM,https://www.feixiaohao.com/currencies/storm/,2915890.0,https://stormtoken.com/,https://t.me/joinchat/GHTZGQwsy9mZk0KFEEjGtg
122,Revain,https://coinmarketcap.com/currencies/revain/,R,https://www.feixiaohao.com/currencies/revain/,1460350.0,https://revain.org/,https://t.me/joinchat/CzZcC0PCgpJcbBCb3JfNeQ
123,DeepBrain Chain,https://coinmarketcap.com/currencies/deepbrain-chain/,DBC,https://www.feixiaohao.com/currencies/deepbrain-chain/,12588000.0,https://www.deepbrainchain.org/,http://t.me/deepbrainchain
124,iExec RLC,https://coinmarketcap.com/currencies/rlc/,RLC,https://www.feixiaohao.com/currencies/rlc/,6226480.0,http://iex.ec/,https://slack.iex.ec/
125,Monaco,https://coinmarketcap.com/currencies/monaco/,MCO,https://www.feixiaohao.com/currencies/monaco/,20118300.0,https://www.mona.co/,https://t.me/MonacoCard
126,Po.et,https://coinmarketcap.com/currencies/poet/,POE,https://www.feixiaohao.com/currencies/poet/,16015000.0,https://po.et/,"https://t.me/joinchat/GKMQ1kOQSdXVZpN1Rygcdw , https://discordapp.com/invite/uY3tca8"
127,Edgeless,https://coinmarketcap.com/currencies/edgeless/,EDG,https://www.feixiaohao.com/currencies/edgeless/,16935300.0,https://edgeless.io/,https://discord.gg/NQ4hPTu
128,Quantum Resistant Ledger,https://coinmarketcap.com/currencies/quantum-resistant-ledger/,QRL,https://www.feixiaohao.com/currencies/quantum-resistant-ledger/,14336100.0,https://theqrl.org/,https://discord.gg/BheKAZb
129,Red Pulse,https://coinmarketcap.com/currencies/red-pulse/,RPX,https://www.feixiaohao.com/currencies/red-pulse/,7507090.0,https://www.red-pulse.com/landing,"https://t.me/redpulse , https://coin.red-pulse.com/slack"
130,INS Ecosystem,https://coinmarketcap.com/currencies/ins-ecosystem/,INS,https://www.feixiaohao.com/currencies/ins-ecosystem/,28571800.0,https://ins.world/,"https://t.me/ins_ecosystem , https://t.me/ins_ecosystem_cn"
131,Ubiq,https://coinmarketcap.com/currencies/ubiq/,UBQ,https://www.feixiaohao.com/currencies/ubiq/,1028760.0,http://ubiqsmart.com/,https://discordapp.com/invite/HF6vEGF
132,Enjin Coin,https://coinmarketcap.com/currencies/enjin-coin/,ENJ,https://www.feixiaohao.com/currencies/enjin-coin/,7404260.0,"https://www.enjin.com/ , https://enjincoin.io/",https://t.me/enjin_coin
133,AirSwap,https://coinmarketcap.com/currencies/airswap/,AST,https://www.feixiaohao.com/currencies/airswap/,12713300.0,https://www.airswap.io/,
134,Dynamic Trading Rights,https://coinmarketcap.com/currencies/dynamic-trading-rights/,DTR,https://www.feixiaohao.com/currencies/dynamic-trading-rights/,497478.0,http://www.tokens.net/,
135,XTRABYTES,https://coinmarketcap.com/currencies/xtrabytes/,XBY,https://www.feixiaohao.com/currencies/xtrabytes/,822364.0,https://www.xtrabytes.global/,"https://t.me/xtrabytes_official , https://discord.gg/uGYPbnn"
136,Time New Bank,https://coinmarketcap.com/currencies/time-new-bank/,TNB,https://www.feixiaohao.com/currencies/time-new-bank/,27769100.0,http://tnb.fund/,"https://t.me/tnbgroup , https://t.me/tnb_en"
137,Aragon,https://coinmarketcap.com/currencies/aragon/,ANT,https://www.feixiaohao.com/currencies/aragon/,1693030.0,https://aragon.one/,
138,Achain,https://coinmarketcap.com/currencies/achain/,ACT,https://www.feixiaohao.com/currencies/achain/,16940400.0,https://www.achain.com/,https://t.me/joinchat/GbZKzQ5-wexioFquTyAXmg
139,ETHLend,https://coinmarketcap.com/currencies/ethlend/,LEND,https://www.feixiaohao.com/currencies/ethlend/,17225900.0,https://ethlend.io/,https://t.me/ETHLend
140,AppCoins,https://coinmarketcap.com/currencies/appcoins/,APPC,https://www.feixiaohao.com/currencies/appcoins/,32268400.0,https://appcoins.io/,
141,UTRUST,https://coinmarketcap.com/currencies/utrust/,UTK,https://www.feixiaohao.com/currencies/utrust/,4851110.0,https://utrust.io/,https://t.me/utrustofficial
142,SingularDTV,https://coinmarketcap.com/currencies/singulardtv/,SNGLS,https://www.feixiaohao.com/currencies/singulardtv/,3803190.0,"https://singulardtv.com/ , https://medium.com/@SingularDTV",https://singulardtv.slack.com/
143,SpankChain,https://coinmarketcap.com/currencies/spankchain/,SPANK,https://www.feixiaohao.com/currencies/spankchain/,1953000.0,https://spankchain.com/,https://discord.gg/Rz48YYy
144,Simple Token,https://coinmarketcap.com/currencies/simple-token/,OST,https://www.feixiaohao.com/currencies/simple-token/,11774200.0,https://simpletoken.org/,https://www.t.me/simpletoken
145,Peercoin,https://coinmarketcap.com/currencies/peercoin/,PPC,https://www.feixiaohao.com/currencies/peercoin/,4612240.0,http://www.peercoin.net,https://t.me/peercoin
146,VIBE,https://coinmarketcap.com/currencies/vibe/,VIBE,https://www.feixiaohao.com/currencies/vibe/,13232800.0,https://www.vibehub.io/,https://discordapp.com/invite/rDJTpxC
147,Gulden,https://coinmarketcap.com/currencies/gulden/,NLG,https://www.feixiaohao.com/currencies/gulden/,3109010.0,https://gulden.com/,
148,SONM,https://coinmarketcap.com/currencies/sonm/,SNM,https://www.feixiaohao.com/currencies/sonm/,3835560.0,https://sonm.io/,https://t.me/sonm_eng
149,Counterparty,https://coinmarketcap.com/currencies/counterparty/,XCP,https://www.feixiaohao.com/currencies/counterparty/,4763100.0,http://counterparty.io/,
150,WaBi,https://coinmarketcap.com/currencies/wabi/,WABI,https://www.feixiaohao.com/currencies/wabi/,14136100.0,https://wacoin.io/,"https://t.me/wabiico , http://slack.wacoin.io/"
151,ZenCash,https://coinmarketcap.com/currencies/zencash/,ZEN,https://www.feixiaohao.com/currencies/zencash/,1849960.0,https://zensystem.io/,"https://t.me/zencash , https://discord.gg/9kXQFHx"
152,Ripio Credit Network,https://coinmarketcap.com/currencies/ripio-credit-network/,RCN,https://www.feixiaohao.com/currencies/ripio-credit-network/,20538200.0,https://ripiocredit.network/,https://t.me/RCNchat
153,Centra,https://coinmarketcap.com/currencies/centra/,CTR,https://www.feixiaohao.com/currencies/centra/,4681460.0,https://www.centra.tech/,https://t.me/centratech
154,NAGA,https://coinmarketcap.com/currencies/naga/,NGC,https://www.feixiaohao.com/currencies/naga/,1998760.0,https://www.nagaico.com/,https://t.me/nagaico
155,Einsteinium,https://coinmarketcap.com/currencies/einsteinium/,EMC2,https://www.feixiaohao.com/currencies/einsteinium/,16219500.0,https://www.emc2.foundation/,
156,CyberMiles,https://coinmarketcap.com/currencies/cybermiles/,CMT,https://www.feixiaohao.com/currencies/cybermiles/,14956700.0,https://cm.5miles.com/,https://t.me/cybermilestoken
