rank,name,link,symbol,feixiaohao,volume-usd,website,chat,date,exchangeNumber
11,IOTA,https://coinmarketcap.com/currencies/iota/,MIOTA,https://www.feixiaohao.com/currencies/iota/,99396100.0,https://iota.org/,https://slack.iota.org/,2017-07-23,6
12,Dash,https://coinmarketcap.com/currencies/dash/,DASH,https://www.feixiaohao.com/currencies/dash/,95817800.0,https://www.dash.org/,https://discord.gg/9z8zX5j,2014-01-18,57
13,Monero,https://coinmarketcap.com/currencies/monero/,XMR,https://www.feixiaohao.com/currencies/monero/,98837700.0,http://www.monero.cc,https://telegram.me/bitmonero,2014-04-18,26
14,TRON,https://coinmarketcap.com/currencies/tron/,TRX,https://www.feixiaohao.com/currencies/tron/,586346000.0,https://tron.network/,https://tronfoundation.slack.com,2017-09-14,17
15,Bitcoin Gold,https://coinmarketcap.com/currencies/bitcoin-gold/,BTG,https://www.feixiaohao.com/currencies/bitcoin-gold/,199258000.0,https://bitcoingold.org/,,2017-10-24,24
16,ICON,https://coinmarketcap.com/currencies/icon/,ICX,https://www.feixiaohao.com/currencies/icon/,76643300.0,https://www.icon.foundation/,https://t.me/joinchat/Fqw4igkkVmYtj--ZVi-QcA,2017-10-28,6
17,Qtum,https://coinmarketcap.com/currencies/qtum/,QTUM,https://www.feixiaohao.com/currencies/qtum/,590142000.0,https://qtum.org/,https://t.me/joinchat/D5oBaw29NeOdpw6qqqf2lw,2017-03-16,35
18,Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,ETC,https://www.feixiaohao.com/currencies/ethereum-classic/,302375000.0,https://ethereumclassic.github.io/,https://discord.gg/HW4GckH,2015-11-01,49
19,Lisk,https://coinmarketcap.com/currencies/lisk/,LSK,https://www.feixiaohao.com/currencies/lisk/,45128200.0,https://lisk.io/,,2016-05-04,18
20,VeChain,https://coinmarketcap.com/currencies/vechain/,VEN,https://www.feixiaohao.com/currencies/vechain/,348595000.0,https://www.vechain.com/,"https://t.me/vechain_official_english , https://t.me/joinchat/GG4BlQwm19czcBGOewv40Q",2017-08-23,12
21,RaiBlocks,https://coinmarketcap.com/currencies/raiblocks/,XRB,https://www.feixiaohao.com/currencies/raiblocks/,13392300.0,https://raiblocks.net/,https://discordapp.com/invite/JphbBas,,6
22,Tether,https://coinmarketcap.com/currencies/tether/,USDT,https://www.feixiaohao.com/currencies/tether/,3009660000.0,https://tether.to,,2014-11-26,33
23,OmiseGO,https://coinmarketcap.com/currencies/omisego/,OMG,https://www.feixiaohao.com/currencies/omisego/,62937200.0,https://omg.omise.co/,"https://telegram.me/omisego , https://omg.omise.co/slack",2017-06-27,33
24,Populous,https://coinmarketcap.com/currencies/populous/,PPT,https://www.feixiaohao.com/currencies/populous/,2250270.0,http://populous.co/,"https://bitpopulous.slack.com/ , https://t.me/ppttalk",2017-07-11,6
25,Zcash,https://coinmarketcap.com/currencies/zcash/,ZEC,https://www.feixiaohao.com/currencies/zcash/,70249700.0,https://z.cash/,,2016-10-28,41
26,Verge,https://coinmarketcap.com/currencies/verge/,XVG,https://www.feixiaohao.com/currencies/verge/,76869700.0,http://vergecurrency.com/,"https://t.me/VERGExvg , https://discord.gg/vergecurrency",2014-10-09,10
27,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,https://www.feixiaohao.com/currencies/binance-coin/,132237000.0,https://www.binance.com/,,2017-07-26,2
28,Siacoin,https://coinmarketcap.com/currencies/siacoin/,SC,https://www.feixiaohao.com/currencies/siacoin/,58296900.0,http://sia.tech/,https://discord.gg/sia,2015-07-03,9
29,Stratis,https://coinmarketcap.com/currencies/stratis/,STRAT,https://www.feixiaohao.com/currencies/stratis/,25105700.0,http://stratisplatform.com/,https://t.me/StratisPlatform,2016-08-06,10
30,Bytecoin,https://coinmarketcap.com/currencies/bytecoin-bcn/,BCN,https://www.feixiaohao.com/currencies/bytecoin-bcn/,7633630.0,https://bytecoin.org/,https://telegram.me/bytecoinchat,2012-07-04,3
31,Steem,https://coinmarketcap.com/currencies/steem/,STEEM,https://www.feixiaohao.com/currencies/steem/,29703100.0,"https://steem.io/ , https://steemit.com/",,2016-03-24,5
32,Ardor,https://coinmarketcap.com/currencies/ardor/,ARDR,https://www.feixiaohao.com/currencies/ardor/,141467000.0,https://www.ardorplatform.org/,,,6
33,Status,https://coinmarketcap.com/currencies/status/,SNT,https://www.feixiaohao.com/currencies/status/,353404000.0,http://status.im/,https://chat.status.im/#/register,2017-06-29,20
34,Maker,https://coinmarketcap.com/currencies/maker/,MKR,https://www.feixiaohao.com/currencies/maker/,1640000.0,https://makerdao.com/,,,4
35,Augur,https://coinmarketcap.com/currencies/augur/,REP,https://www.feixiaohao.com/currencies/augur/,16624900.0,http://www.augur.net/,,2016-10-04,19
36,BitShares,https://coinmarketcap.com/currencies/bitshares/,BTS,https://www.feixiaohao.com/currencies/bitshares/,43041900.0,https://bitshares.org,https://t.me/BitSharesDEX,2014-07-19,18
37,0x,https://coinmarketcap.com/currencies/0x/,ZRX,https://www.feixiaohao.com/currencies/0x/,19627400.0,https://0xproject.com/,,2017-08-17,17
38,Waves,https://coinmarketcap.com/currencies/waves/,WAVES,https://www.feixiaohao.com/currencies/waves/,25893400.0,https://wavesplatform.com/,"https://telegram.me/wavesnews , http://wavesplatform.herokuapp.com/",2016-05-31,19
39,KuCoin Shares,https://coinmarketcap.com/currencies/kucoin-shares/,KCS,https://www.feixiaohao.com/currencies/kucoin-shares/,5597780.0,https://www.kucoin.com/,,2017-10-25,0
40,Dogecoin,https://coinmarketcap.com/currencies/dogecoin/,DOGE,https://www.feixiaohao.com/currencies/dogecoin/,20641600.0,http://dogecoin.com/,https://discord.me/dogecoin/,2013-12-12,55
41,Electroneum,https://coinmarketcap.com/currencies/electroneum/,ETN,https://www.feixiaohao.com/currencies/electroneum/,5001000.0,http://electroneum.com/,https://t.me/joinchat/DxoSakHOdk5mqsE-LelfVg,2017-11-03,1
42,Veritaseum,https://coinmarketcap.com/currencies/veritaseum/,VERI,https://www.feixiaohao.com/currencies/veritaseum/,674634.0,http://veritas.veritaseum.com/,,,3
43,Walton,https://coinmarketcap.com/currencies/walton/,WTC,https://www.feixiaohao.com/currencies/walton/,48800600.0,http://www.waltonchain.org/,https://t.me/waltonchain_en,2017-08-28,7
44,Komodo,https://coinmarketcap.com/currencies/komodo/,KMD,https://www.feixiaohao.com/currencies/komodo/,6994880.0,https://komodoplatform.com/,https://telegram.me/KomodoPlatform_Official,,6
45,Decred,https://coinmarketcap.com/currencies/decred/,DCR,https://www.feixiaohao.com/currencies/decred/,1230040.0,"https://www.decred.org/ , https://docs.decred.org/","https://slack.decred.org/ , https://discord.gg/GJ2GXfz",,8
46,Dragonchain,https://coinmarketcap.com/currencies/dragonchain/,DRGN,https://www.feixiaohao.com/currencies/dragonchain/,3633000.0,https://dragonchain.com/,https://t.me/dragontalk,2017-12-04,8
47,Dentacoin,https://coinmarketcap.com/currencies/dentacoin/,DCN,https://www.feixiaohao.com/currencies/dentacoin/,1110230.0,http://www.dentacoin.com/,https://t.me/dentacoin,2017-08-12,4
48,Loopring,https://coinmarketcap.com/currencies/loopring/,LRC,https://www.feixiaohao.com/currencies/loopring/,11322900.0,https://loopring.org,https://loopring.rocket.chat/,2017-08-31,13
49,Ark,https://coinmarketcap.com/currencies/ark/,ARK,https://www.feixiaohao.com/currencies/ark/,7346380.0,http://ark.io/,https://ark.io/slack,2017-05-24,9
50,SALT,https://coinmarketcap.com/currencies/salt/,SALT,https://www.feixiaohao.com/currencies/salt/,12170800.0,https://www.saltlending.com/,https://t.me/joinchat/BmtZ5kKgf4ekiNLggHRDmQ,2017-09-30,8
51,QASH,https://coinmarketcap.com/currencies/qash/,QASH,https://www.feixiaohao.com/currencies/qash/,19534700.0,https://liquid.plus/,https://t.me/QUOINE,2017-11-22,7
52,DigiByte,https://coinmarketcap.com/currencies/digibyte/,DGB,https://www.feixiaohao.com/currencies/digibyte/,11605600.0,http://www.digibyte.io/,https://t.me/DigiByteCoin,2014-01-14,16
53,Basic Attention Token,https://coinmarketcap.com/currencies/basic-attention-token/,BAT,https://www.feixiaohao.com/currencies/basic-attention-token/,14615400.0,https://basicattentiontoken.org/,,2017-05-31,11
54,Golem,https://coinmarketcap.com/currencies/golem-network-tokens/,GNT,https://www.feixiaohao.com/currencies/golem-network-tokens/,10422100.0,https://golem.network/,,2016-11-11,18
55,PIVX,https://coinmarketcap.com/currencies/pivx/,PIVX,https://www.feixiaohao.com/currencies/pivx/,10833600.0,http://www.pivx.org,,2016-01-30,9
56,Hshare,https://coinmarketcap.com/currencies/hshare/,HSR,https://www.feixiaohao.com/currencies/hshare/,100055000.0,https://h.cash/,,2017-08-21,31
57,WAX,https://coinmarketcap.com/currencies/wax/,WAX,https://www.feixiaohao.com/currencies/wax/,9094590.0,https://wax.io/,"https://t.me/wax_io , https://t.me/waxtokenannoucements",2017-12-22,4
58,Kyber Network,https://coinmarketcap.com/currencies/kyber-network/,KNC,https://www.feixiaohao.com/currencies/kyber-network/,39748600.0,https://kyber.network/,https://t.me/kybernetwork,2017-09-25,12
59,Byteball Bytes,https://coinmarketcap.com/currencies/byteball/,GBYTE,https://www.feixiaohao.com/currencies/byteball/,1436850.0,https://byteball.org/,https://t.me/byteball,2017-01-30,3
60,Ethos,https://coinmarketcap.com/currencies/ethos/,ETHOS,https://www.feixiaohao.com/currencies/ethos/,3595000.0,https://www.ethos.io/,,,0
61,Gas,https://coinmarketcap.com/currencies/gas/,GAS,https://www.feixiaohao.com/currencies/gas/,18766200.0,https://neo.org/,,,9
62,RChain,https://coinmarketcap.com/currencies/rchain/,RHOC,https://www.feixiaohao.com/currencies/rchain/,781635.0,https://www.rchain.coop/,,2017-10-07,3
63,FunFair,https://coinmarketcap.com/currencies/funfair/,FUN,https://www.feixiaohao.com/currencies/funfair/,12209600.0,https://funfair.io/,"https://t.me/FunFairTech/ , https://discordapp.com/invite/rwETqSP",2017-06-28,7
64,SmartCash,https://coinmarketcap.com/currencies/smartcash/,SMART,https://www.feixiaohao.com/currencies/smartcash/,969302.0,https://smartcash.cc/,,2017-07-22,3
65,Factom,https://coinmarketcap.com/currencies/factom/,FCT,https://www.feixiaohao.com/currencies/factom/,10831500.0,http://factom.org/,,2015-09-05,7
66,Cindicator,https://coinmarketcap.com/currencies/cindicator/,CND,https://www.feixiaohao.com/currencies/cindicator/,263900000.0,https://cindicator.com/,"https://t.me/cindicator_chat , https://t.me/cindicator_news",2017-10-14,3
67,Nxt,https://coinmarketcap.com/currencies/nxt/,NXT,https://www.feixiaohao.com/currencies/nxt/,116358000.0,https://nxt.org/,https://t.me/NXTCommunity,2013-11-24,14
68,Kin,https://coinmarketcap.com/currencies/kin/,KIN,https://www.feixiaohao.com/currencies/kin/,1283050.0,"http://kinecosystem.org/ , https://kin.kik.com",https://t.me/kincurrency,2017-09-28,7
69,Aion,https://coinmarketcap.com/currencies/aion/,AION,https://www.feixiaohao.com/currencies/aion/,8166880.0,https://aion.network/,,2017-10-19,3
70,Dent,https://coinmarketcap.com/currencies/dent/,DENT,https://www.feixiaohao.com/currencies/dent/,10071200.0,https://www.dentcoin.com/,https://t.me/dentcoin,2017-08-13,7
71,MonaCoin,https://coinmarketcap.com/currencies/monacoin/,MONA,https://www.feixiaohao.com/currencies/monacoin/,4988600.0,http://monacoin.org,,2013-12-01,10
72,DigixDAO,https://coinmarketcap.com/currencies/digixdao/,DGD,https://www.feixiaohao.com/currencies/digixdao/,6609440.0,https://digix.io/,,2016-03-01,11
73,Power Ledger,https://coinmarketcap.com/currencies/power-ledger/,POWR,https://www.feixiaohao.com/currencies/power-ledger/,27732600.0,https://powerledger.io/,https://t.me/joinchat/Gop-90DIMiPF7N_EtvFzjA,2017-11-02,8
74,Aeternity,https://coinmarketcap.com/currencies/aeternity/,AE,https://www.feixiaohao.com/currencies/aeternity/,2363330.0,https://www.aeternity.com/,https://telegram.me/aeternity,,14
75,aelf,https://coinmarketcap.com/currencies/aelf/,ELF,https://www.feixiaohao.com/currencies/aelf/,94133200.0,http://aelf.io/,https://t.me/aelfblockchain,2017-12-22,8
76,Bytom,https://coinmarketcap.com/currencies/bytom/,BTM,https://www.feixiaohao.com/currencies/bytom/,19981900.0,http://bytom.io/,"https://t.me/BytomInternational , https://t.me/bytomchinese",2017-08-09,16
77,MaidSafeCoin,https://coinmarketcap.com/currencies/maidsafecoin/,MAID,https://www.feixiaohao.com/currencies/maidsafecoin/,10761900.0,http://maidsafe.net,,2006-02-03,7
78,ZClassic,https://coinmarketcap.com/currencies/zclassic/,ZCL,https://www.feixiaohao.com/currencies/zclassic/,29142600.0,http://zclassic.org/,,,4
79,Syscoin,https://coinmarketcap.com/currencies/syscoin/,SYS,https://www.feixiaohao.com/currencies/syscoin/,28877700.0,http://syscoin.org,https://t.me/joinchat/AAAAAEHzByog3h1qutnjhQ,2014-08-16,8
80,Nebulas,https://coinmarketcap.com/currencies/nebulas-token/,NAS,https://www.feixiaohao.com/currencies/nebulas-token/,22858600.0,https://nebulas.io/,https://t.me/nebulasio,,0
81,ReddCoin,https://coinmarketcap.com/currencies/reddcoin/,RDD,https://www.feixiaohao.com/currencies/reddcoin/,5146400.0,http://www.reddcoin.com/,,2014-02-02,7
82,Nexus,https://coinmarketcap.com/currencies/nexus/,NXS,https://www.feixiaohao.com/currencies/nexus/,2823820.0,http://www.nexusearth.com/,,,5
83,GXShares,https://coinmarketcap.com/currencies/gxshares/,GXS,https://www.feixiaohao.com/currencies/gxshares/,9432800.0,https://gxs.gxb.io/,https://t.me/GXB_International,2017-06-15,8
84,Enigma,https://coinmarketcap.com/currencies/enigma-project/,ENG,https://www.feixiaohao.com/currencies/enigma-project/,7716840.0,https://enigma.co/,"https://t.me/enigmacatalyst , https://discord.gg/SJK32GY",2017-10-14,7
85,Request Network,https://coinmarketcap.com/currencies/request-network/,REQ,https://www.feixiaohao.com/currencies/request-network/,13772800.0,https://request.network/,"https://t.me/requestnetwork , https://open.kakao.com/o/g0Y6wJA",2017-10-21,10
86,SIRIN LABS Token,https://coinmarketcap.com/currencies/sirin-labs-token/,SRN,https://www.feixiaohao.com/currencies/sirin-labs-token/,15739000.0,http://www.sirinlabs.com/,https://t.me/sirinlabs,2017-12-29,2
87,ChainLink,https://coinmarketcap.com/currencies/chainlink/,LINK,https://www.feixiaohao.com/currencies/chainlink/,11216300.0,https://smartcontract.com/,,2017-09-21,8
88,Cryptonex,https://coinmarketcap.com/currencies/cryptonex/,CNX,https://www.feixiaohao.com/currencies/cryptonex/,288249.0,https://cryptonex.org/,,2017-10-08,3
89,Emercoin,https://coinmarketcap.com/currencies/emercoin/,EMC,https://www.feixiaohao.com/currencies/emercoin/,1994940.0,http://emercoin.com/,,2013-12-08,9
90,Neblio,https://coinmarketcap.com/currencies/neblio/,NEBL,https://www.feixiaohao.com/currencies/neblio/,7152840.0,https://nebl.io/,https://t.me/joinchat/GFVgz0G-oVXOIJGfFYD-vg,2017-09-13,5
91,ZCoin,https://coinmarketcap.com/currencies/zcoin/,XZC,https://www.feixiaohao.com/currencies/zcoin/,3799460.0,https://zcoin.io,https://discordapp.com/invite/4FjnQ2q,2016-09-01,10
92,Bancor,https://coinmarketcap.com/currencies/bancor/,BNT,https://www.feixiaohao.com/currencies/bancor/,8437840.0,https://bancor.network/,https://telegram.me/bancor,2017-06-13,11
93,Quantstamp,https://coinmarketcap.com/currencies/quantstamp/,QSP,https://www.feixiaohao.com/currencies/quantstamp/,15195800.0,https://quantstamp.com/,https://t.me/quantstamp,2017-11-22,5
94,Substratum,https://coinmarketcap.com/currencies/substratum/,SUB,https://www.feixiaohao.com/currencies/substratum/,12305400.0,https://substratum.net/,https://t.me/SubstratumCommunity,2017-09-26,7
95,MediBloc,https://coinmarketcap.com/currencies/medibloc/,MED,https://www.feixiaohao.com/currencies/medibloc/,6964630.0,https://medibloc.org/en/,https://t.me/medibloc,2017-12-23,1
96,Experience Points,https://coinmarketcap.com/currencies/experience-points/,XP,https://www.feixiaohao.com/currencies/experience-points/,1528020.0,http://www.xpcoin.io/,"https://t.me/xpcoin , https://discordapp.com/invite/NYMAUec",,3
97,Bitcore,https://coinmarketcap.com/currencies/bitcore/,BTX,https://www.feixiaohao.com/currencies/bitcore/,3258360.0,http://bitcore.cc/,https://t.me/bitcore_btx_official,2017-04-24,5
98,XPlay,https://coinmarketcap.com/currencies/xplay/,XPA,https://www.feixiaohao.com/currencies/xplay/,145001.0,https://xplay.fund/,https://t.me/joinchat/CvaXNg4T_y13oqxdix9y9w,2017-09-20,2
99,TenX,https://coinmarketcap.com/currencies/tenx/,PAY,https://www.feixiaohao.com/currencies/tenx/,11699000.0,https://www.tenx.tech/,,2017-07-27,20
100,Gnosis,https://coinmarketcap.com/currencies/gnosis-gno/,GNO,https://www.feixiaohao.com/currencies/gnosis-gno/,2217790.0,https://gnosis.pm/,,2017-04-24,10
101,GameCredits,https://coinmarketcap.com/currencies/gamecredits/,GAME,https://www.feixiaohao.com/currencies/gamecredits/,3775810.0,http://gamecredits.com,https://discordapp.com/invite/vDEYBTc,2014-02-14,13
102,Civic,https://coinmarketcap.com/currencies/civic/,CVC,https://www.feixiaohao.com/currencies/civic/,15381000.0,https://www.civic.com/,,2017-07-18,17
103,Iconomi,https://coinmarketcap.com/currencies/iconomi/,ICN,https://www.feixiaohao.com/currencies/iconomi/,3800000.0,https://www.iconomi.net/,,2016-12-21,9
104,BitcoinDark,https://coinmarketcap.com/currencies/bitcoindark/,BTCD,https://www.feixiaohao.com/currencies/bitcoindark/,181088.0,http://bitcoindark.com/,http://slackinvite.supernet.org/,2014-07-09,4
105,Particl,https://coinmarketcap.com/currencies/particl/,PART,https://www.feixiaohao.com/currencies/particl/,538452.0,http://particl.io/,"https://t.me/particlproject , https://t.me/particlnews",2017-07-21,4
106,PACcoin,https://coinmarketcap.com/currencies/paccoin/,PAC,https://www.feixiaohao.com/currencies/paccoin/,301507.0,http://paccoin.net/,,,3
107,Skycoin,https://coinmarketcap.com/currencies/skycoin/,SKY,https://www.feixiaohao.com/currencies/skycoin/,551092.0,http://skycoin.net/,,,2
108,Pillar,https://coinmarketcap.com/currencies/pillar/,PLR,https://www.feixiaohao.com/currencies/pillar/,1307740.0,https://pillarproject.io/,,2017-07-25,3
109,Po.et,https://coinmarketcap.com/currencies/poet/,POE,https://www.feixiaohao.com/currencies/poet/,15242900.0,https://po.et/,"https://t.me/joinchat/GKMQ1kOQSdXVZpN1Rygcdw , https://discordapp.com/invite/uY3tca8",2017-09-02,7
110,Raiden Network Token,https://coinmarketcap.com/currencies/raiden-network-token/,RDN,https://www.feixiaohao.com/currencies/raiden-network-token/,16244000.0,https://raiden.network/,"https://riot.im/app/#/room/#raiden-network:matrix.org , https://gitter.im/raiden-network/raiden",2017-11-09,9
111,DigitalNote,https://coinmarketcap.com/currencies/digitalnote/,XDN,https://www.feixiaohao.com/currencies/digitalnote/,18274000.0,http://digitalnote.org/,,,3
112,SophiaTX,https://coinmarketcap.com/currencies/sophiatx/,SPHTX,https://www.feixiaohao.com/currencies/sophiatx/,1185310.0,https://www.sophiatx.com/,http://t.me/sophia_TX_com,2017-12-27,4
113,VIBE,https://coinmarketcap.com/currencies/vibe/,VIBE,https://www.feixiaohao.com/currencies/vibe/,45971400.0,https://www.vibehub.io/,https://discordapp.com/invite/rDJTpxC,2017-09-26,3
114,DEW,https://coinmarketcap.com/currencies/dew/,DEW,https://www.feixiaohao.com/currencies/dew/,488719.0,https://dew.one/,https://t.me/dew_cn,2017-12-23,2
115,BLOCKv,https://coinmarketcap.com/currencies/blockv/,VEE,https://www.feixiaohao.com/currencies/blockv/,4631830.0,https://blockv.io/,https://t.me/block_v,2017-11-29,4
116,BridgeCoin,https://coinmarketcap.com/currencies/bridgecoin/,BCO,https://www.feixiaohao.com/currencies/bridgecoin/,265177.0,"https://www.crypto-bridge.org/ , https://bridgecoin.org/","https://t.me/CryptoBridge , https://discord.gg/5CrsJAJ",2017-10-11,1
117,Storj,https://coinmarketcap.com/currencies/storj/,STORJ,https://www.feixiaohao.com/currencies/storj/,11414900.0,https://storj.io/,,2017-07-03,15
118,Vertcoin,https://coinmarketcap.com/currencies/vertcoin/,VTC,https://www.feixiaohao.com/currencies/vertcoin/,3207660.0,http://vertcoin.org/,https://discord.gg/SUy9Hsr,2014-01-06,11
119,Time New Bank,https://coinmarketcap.com/currencies/time-new-bank/,TNB,https://www.feixiaohao.com/currencies/time-new-bank/,32050000.0,http://tnb.fund/,"https://t.me/tnbgroup , https://t.me/tnb_en",2017-11-28,1
120,iExec RLC,https://coinmarketcap.com/currencies/rlc/,RLC,https://www.feixiaohao.com/currencies/rlc/,4486070.0,http://iex.ec/,https://slack.iex.ec/,2017-04-19,9
121,Santiment Network Token,https://coinmarketcap.com/currencies/santiment/,SAN,https://www.feixiaohao.com/currencies/santiment/,4968140.0,https://santiment.net/,https://t.me/santiment_network,2017-07-13,8
122,NAV Coin,https://coinmarketcap.com/currencies/nav-coin/,NAV,https://www.feixiaohao.com/currencies/nav-coin/,2894000.0,http://www.navcoin.org/,"https://t.me/navcoin , https://discord.gg/y4Vu9jw",2014-07-06,6
123,Ubiq,https://coinmarketcap.com/currencies/ubiq/,UBQ,https://www.feixiaohao.com/currencies/ubiq/,2155100.0,http://ubiqsmart.com/,https://discordapp.com/invite/HF6vEGF,2016-08-13,4
124,Blocknet,https://coinmarketcap.com/currencies/blocknet/,BLOCK,https://www.feixiaohao.com/currencies/blocknet/,554352.0,"http://blocknet.co/ , https://blocknetprotocol.com/","https://rocket.blocknet.co:8443/home , https://t.me/Blocknet",,3
125,PayPie,https://coinmarketcap.com/currencies/paypie/,PPP,https://www.feixiaohao.com/currencies/paypie/,206714.0,https://www.paypie.com/,https://t.me/PayPie,2017-10-11,3
126,BitConnect,https://coinmarketcap.com/currencies/bitconnect/,BCC,https://www.feixiaohao.com/currencies/bitconnect/,2836290.0,"https://www.bitconnect.co/ , https://bitconnectcoin.co/",,,4
127,Storm,https://coinmarketcap.com/currencies/storm/,STORM,https://www.feixiaohao.com/currencies/storm/,1519880.0,https://stormtoken.com/,https://t.me/joinchat/GHTZGQwsy9mZk0KFEEjGtg,2017-12-21,1
128,Telcoin,https://coinmarketcap.com/currencies/telcoin/,TEL,https://www.feixiaohao.com/currencies/telcoin/,10493500.0,https://www.telco.in/,https://t.me/telcoincommunity,2018-01-15,2
129,Dynamic Trading Rights,https://coinmarketcap.com/currencies/dynamic-trading-rights/,DTR,https://www.feixiaohao.com/currencies/dynamic-trading-rights/,167313.0,http://www.tokens.net/,,2017-12-21,2
130,Enjin Coin,https://coinmarketcap.com/currencies/enjin-coin/,ENJ,https://www.feixiaohao.com/currencies/enjin-coin/,3865720.0,"https://www.enjin.com/ , https://enjincoin.io/",https://t.me/enjin_coin,2017-11-02,10
131,Cobinhood,https://coinmarketcap.com/currencies/cobinhood/,COB,https://www.feixiaohao.com/currencies/cobinhood/,1301780.0,https://www.cobinhood.com/,"https://t.me/cobinhood , http://line.me/ti/g/F4Z6xniAWB",2017-10-02,3
132,High Performance Blockchain,https://coinmarketcap.com/currencies/high-performance-blockchain/,HPB,https://www.feixiaohao.com/currencies/high-performance-blockchain/,7898470.0,http://www.gxn.io/,,,
133,ETHLend,https://coinmarketcap.com/currencies/ethlend/,LEND,https://www.feixiaohao.com/currencies/ethlend/,13375100.0,https://ethlend.io/,https://t.me/ETHLend,2017-12-01,10
134,Achain,https://coinmarketcap.com/currencies/achain/,ACT,https://www.feixiaohao.com/currencies/achain/,15889500.0,https://www.achain.com/,https://t.me/joinchat/GbZKzQ5-wexioFquTyAXmg,2017-08-27,13
135,Monaco,https://coinmarketcap.com/currencies/monaco/,MCO,https://www.feixiaohao.com/currencies/monaco/,19204800.0,https://www.mona.co/,https://t.me/MonacoCard,2017-07-04,16
136,Counterparty,https://coinmarketcap.com/currencies/counterparty/,XCP,https://www.feixiaohao.com/currencies/counterparty/,5713880.0,http://counterparty.io/,,2014-01-02,5
137,SingularDTV,https://coinmarketcap.com/currencies/singulardtv/,SNGLS,https://www.feixiaohao.com/currencies/singulardtv/,4015960.0,"https://singulardtv.com/ , https://medium.com/@SingularDTV",https://singulardtv.slack.com/,,8
138,AirSwap,https://coinmarketcap.com/currencies/airswap/,AST,https://www.feixiaohao.com/currencies/airswap/,5682240.0,https://www.airswap.io/,,2017-10-18,5
139,Simple Token,https://coinmarketcap.com/currencies/simple-token/,OST,https://www.feixiaohao.com/currencies/simple-token/,8026610.0,https://simpletoken.org/,https://www.t.me/simpletoken,2017-12-20,0
140,Revain,https://coinmarketcap.com/currencies/revain/,R,https://www.feixiaohao.com/currencies/revain/,3042680.0,https://revain.org/,https://t.me/joinchat/CzZcC0PCgpJcbBCb3JfNeQ,2017-11-02,8
141,Red Pulse,https://coinmarketcap.com/currencies/red-pulse/,RPX,https://www.feixiaohao.com/currencies/red-pulse/,2368430.0,https://www.red-pulse.com/landing,"https://t.me/redpulse , https://coin.red-pulse.com/slack",2017-10-29,0
142,WaBi,https://coinmarketcap.com/currencies/wabi/,WABI,https://www.feixiaohao.com/currencies/wabi/,8808390.0,https://wacoin.io/,"https://t.me/wabiico , http://slack.wacoin.io/",2017-12-13,2
143,INS Ecosystem,https://coinmarketcap.com/currencies/ins-ecosystem/,INS,https://www.feixiaohao.com/currencies/ins-ecosystem/,9598140.0,https://ins.world/,"https://t.me/ins_ecosystem , https://t.me/ins_ecosystem_cn",2018-01-12,3
144,DeepBrain Chain,https://coinmarketcap.com/currencies/deepbrain-chain/,DBC,https://www.feixiaohao.com/currencies/deepbrain-chain/,5878480.0,https://www.deepbrainchain.org/,http://t.me/deepbrainchain,2017-12-29,5
